loan_id,owner_id,owner_type,kredi_turu,tutar_tl,vade_ay,aylik_faiz_yuzde,baslangic_tarihi,durum,temerrut_flag
L001550,C01191,customer,İhtiyaç Kredisi,87965.13,120,3.83,2023-01-29,Aktif,False
L001551,C01193,customer,İşletme Kredisi,89176.16,120,4.01,2025-10-27,Aktif,False
L001552,C01194,customer,Taşıt Kredisi,71764.69,24,3.77,2022-10-23,Kapalı,False
L001553,C01195,customer,Kredi Kartı,54287.57,60,2.7,2019-07-13,Kapalı,False
L001554,C01196,customer,İşletme Kredisi,145098.36,36,4.15,2020-04-26,Kapalı,False
L001555,C01197,customer,Taşıt Kredisi,146841.86,120,4.45,2020-11-22,Aktif,False
L001556,C01198,customer,Konut Kredisi,17180.4,60,3.46,2022-07-13,Aktif,False
L001557,C01199,customer,Taşıt Kredisi,12586.01,6,3.37,2024-01-30,Kapalı,False
L001558,C01199,customer,Konut Kredisi,11599.37,48,4.56,2023-10-19,Aktif,False
L001559,C01200,customer,KOBİ Kredisi,42750.6,24,3.12,2021-08-31,Kapalı,False
L001560,C01200,customer,KOBİ Kredisi,18839.27,36,4.83,2025-04-27,Aktif,True
L001561,C01201,customer,KOBİ Kredisi,19457.09,60,4.34,2019-11-26,Kapalı,False
L001562,C01202,customer,KOBİ Kredisi,18664.69,84,4.83,2021-01-11,Aktif,False
L001563,C01203,customer,KOBİ Kredisi,9703.71,48,4.64,2019-02-23,Kapalı,False
L001564,C01204,customer,İhtiyaç Kredisi,53944.31,120,4.57,2021-05-04,Aktif,False
L001565,C01204,customer,Taşıt Kredisi,34152.27,24,3.38,2025-12-03,Aktif,False
L001566,C01205,customer,İhtiyaç Kredisi,76333.37,120,3.23,2023-05-18,Aktif,False
L001567,C01205,customer,İhtiyaç Kredisi,25014.06,36,3.02,2023-06-27,Kapalı,False
L001568,C01206,customer,Konut Kredisi,5395.29,48,4.8,2021-10-24,Kapalı,False
L001569,C01207,customer,İşletme Kredisi,81469.38,12,4.71,2025-11-09,Aktif,False
L001570,C01207,customer,Konut Kredisi,16062.82,6,4.77,2026-06-18,Aktif,False
L001571,C01208,customer,Kredi Kartı,85326.03,48,3.62,2025-04-14,Aktif,False
L001572,C01208,customer,Kredi Kartı,23783.75,48,4.09,2025-05-26,Aktif,False
L001573,C01210,customer,Taşıt Kredisi,198381.69,36,2.91,2022-09-05,Kapalı,True
L001574,C01211,customer,Taşıt Kredisi,10150.36,24,3.37,2025-08-27,Aktif,False
L001575,C01211,customer,Konut Kredisi,8344.19,12,4.41,2019-12-02,Kapalı,False
L001576,C01212,customer,İşletme Kredisi,74475.12,84,4.1,2021-02-14,Aktif,False
L001577,C01213,customer,Taşıt Kredisi,52281.62,6,3.2,2022-12-05,Kapalı,False
L001578,C01213,customer,İhtiyaç Kredisi,91734.5,120,3.69,2019-01-25,Aktif,False
L001579,C01215,customer,Konut Kredisi,89325.79,36,3.65,2022-10-13,Kapalı,False
L001580,C01216,customer,Konut Kredisi,20511.79,36,4.6,2019-11-26,Kapalı,False
L001581,C01217,customer,İhtiyaç Kredisi,57617.57,6,2.99,2025-01-25,Kapalı,False
L001582,C01218,customer,KOBİ Kredisi,41053.19,36,4.85,2026-03-26,Aktif,False
L001583,C01219,customer,Konut Kredisi,13669.39,120,3.56,2025-08-20,Aktif,False
L001584,C01219,customer,İhtiyaç Kredisi,5903.74,24,3.99,2023-09-24,Kapalı,False
L001585,C01219,customer,Kredi Kartı,20049.23,120,4.54,2023-01-15,Aktif,False
L001586,C01222,customer,İşletme Kredisi,53768.85,60,2.64,2021-03-07,Aktif,False
L001587,C01223,customer,Kredi Kartı,20859.05,120,4.19,2025-01-16,Aktif,False
L001588,C01224,customer,İhtiyaç Kredisi,39757.21,84,2.61,2023-09-14,Aktif,False
L001589,C01225,customer,İhtiyaç Kredisi,19621.2,84,3.98,2022-09-13,Aktif,False
L001590,C01226,customer,İşletme Kredisi,86461.15,120,4.4,2022-03-16,Aktif,False
L001591,C01226,customer,Kredi Kartı,50015.75,120,3.7,2021-03-06,Aktif,False
L001592,C01227,customer,İhtiyaç Kredisi,11927.95,120,3.69,2026-03-08,Aktif,False
L001593,C01227,customer,İşletme Kredisi,32690.21,60,3.68,2022-04-16,Aktif,False
L001594,C01228,customer,Konut Kredisi,9539.1,120,4.61,2024-03-07,Aktif,True
L001595,C01229,customer,İhtiyaç Kredisi,3726.69,60,3.74,2022-10-21,Aktif,False
L001596,C01229,customer,İşletme Kredisi,3378.76,36,3.75,2022-07-02,Kapalı,False
L001597,C01230,customer,KOBİ Kredisi,7250.72,48,3.78,2021-08-06,Aktif,False
L001598,C01230,customer,Kredi Kartı,64874.77,60,4.01,2022-06-16,Aktif,False
L001599,C01230,customer,İhtiyaç Kredisi,80856.27,60,2.93,2023-10-11,Aktif,False
L001600,C01232,customer,KOBİ Kredisi,163426.58,120,3.53,2019-07-29,Aktif,False
L001601,C01234,customer,Kredi Kartı,51889.21,60,2.87,2023-04-18,Aktif,False
L001602,C01234,customer,KOBİ Kredisi,21002.33,12,2.64,2025-01-20,Kapalı,False
L001603,C01235,customer,KOBİ Kredisi,26233.35,24,4.72,2019-04-19,Kapalı,False
L001604,C01236,customer,KOBİ Kredisi,23358.15,36,2.72,2020-02-22,Kapalı,False
L001605,C01237,customer,Konut Kredisi,6904.19,84,3.62,2019-06-10,Kapalı,False
L001606,C01238,customer,Kredi Kartı,26672.95,48,4.59,2025-04-29,Aktif,False
L001607,C01238,customer,Taşıt Kredisi,52001.4,36,3.37,2024-06-08,Aktif,False
L001608,C01239,customer,Kredi Kartı,5647.44,36,4.22,2024-10-11,Aktif,False
L001609,C01239,customer,Kredi Kartı,34581.34,36,2.77,2021-07-17,Kapalı,False
L001610,C01240,customer,Taşıt Kredisi,12023.79,24,2.93,2023-01-04,Aktif,False
L001611,C01241,customer,İşletme Kredisi,81208.59,24,2.92,2024-08-16,Kapalı,False
L001612,C01242,customer,Taşıt Kredisi,203153.06,6,3.51,2023-06-02,Kapalı,False
L001613,C01242,customer,Konut Kredisi,37333.24,120,3.87,2025-11-05,Aktif,False
L001614,C01242,customer,Kredi Kartı,28491.91,12,4.78,2019-05-24,Kapalı,True
L001615,C01243,customer,İşletme Kredisi,26912.03,12,4.17,2019-01-01,Kapalı,False
L001616,C01244,customer,Taşıt Kredisi,1531.76,84,4.57,2023-06-24,Aktif,False
L001617,C01246,customer,İhtiyaç Kredisi,316768.76,120,3.16,2025-04-15,Aktif,True
L001618,C01247,customer,Kredi Kartı,34656.56,84,3.66,2021-11-17,Aktif,False
L001619,C01248,customer,İşletme Kredisi,56626.32,12,3.32,2023-05-23,Aktif,False
L001620,C01248,customer,KOBİ Kredisi,63322.58,120,4.9,2023-08-23,Aktif,False
L001621,C01249,customer,Taşıt Kredisi,12192.66,48,3.25,2020-10-24,Kapalı,False
L001622,C01249,customer,Taşıt Kredisi,14430.44,24,3.59,2025-06-08,Aktif,False
L001623,C01250,customer,Taşıt Kredisi,45184.66,60,3.15,2021-04-10,Kapalı,False
L001624,C01250,customer,Taşıt Kredisi,40575.55,120,3.92,2019-10-27,Aktif,False
L001625,C01251,customer,KOBİ Kredisi,37249.66,84,2.84,2023-06-04,Aktif,False
L001626,C01252,customer,KOBİ Kredisi,13484.72,24,4.06,2022-03-28,Kapalı,False
L001627,C01252,customer,Taşıt Kredisi,19164.12,36,4.38,2024-12-13,Aktif,True
L001628,C01253,customer,Kredi Kartı,36024.91,6,4.54,2024-04-27,Aktif,False
L001629,C01253,customer,KOBİ Kredisi,58406.46,120,3.51,2022-04-17,Aktif,False
L001630,C01253,customer,İhtiyaç Kredisi,89653.77,36,4.25,2022-04-27,Aktif,False
L001631,C01254,customer,Konut Kredisi,89631.32,12,3.58,2024-06-19,Kapalı,True
L001632,C01254,customer,İşletme Kredisi,45896.12,36,2.79,2020-01-25,Aktif,False
L001633,C01255,customer,Taşıt Kredisi,13227.25,12,2.54,2022-07-30,Aktif,False
L001634,C01256,customer,İşletme Kredisi,6352.38,120,4.44,2023-03-26,Aktif,False
L001635,C01257,customer,KOBİ Kredisi,26464.69,48,3.2,2019-10-20,Kapalı,False
L001636,C01258,customer,Kredi Kartı,20596.38,36,3.47,2024-01-28,Aktif,False
L001637,C01259,customer,Konut Kredisi,29153.54,12,4.54,2023-04-05,Kapalı,False
L001638,C01259,customer,KOBİ Kredisi,22009.62,84,4.8,2024-12-03,Aktif,False
L001639,C01260,customer,İşletme Kredisi,14841.46,24,3.7,2021-02-15,Kapalı,False
L001640,C01261,customer,Taşıt Kredisi,28023.49,24,4.51,2023-12-29,Kapalı,False
L001641,C01262,customer,İşletme Kredisi,503994.32,48,4.83,2026-01-01,Aktif,False
L001642,C01263,customer,KOBİ Kredisi,170382.52,36,3.19,2023-01-13,Kapalı,False
L001643,C01263,customer,Kredi Kartı,16085.26,6,4.32,2019-10-06,Kapalı,False
L001644,C01264,customer,Kredi Kartı,18795.64,12,3.96,2021-12-11,Aktif,False
L001645,C01264,customer,İşletme Kredisi,37519.68,60,3.91,2020-06-13,Kapalı,False
L001646,C01265,customer,Konut Kredisi,29784.32,60,3.42,2021-08-27,Aktif,False
L001647,C01266,customer,İşletme Kredisi,70233.16,84,2.98,2023-02-03,Aktif,False
L001648,C01267,customer,Kredi Kartı,75339.37,120,2.68,2019-08-26,Aktif,False
L001649,C01268,customer,İşletme Kredisi,13368.83,48,3.17,2021-11-15,Kapalı,False
L001650,C01268,customer,İşletme Kredisi,8120.49,12,3.49,2021-11-30,Kapalı,False
L001651,C01269,customer,İhtiyaç Kredisi,21954.06,6,4.15,2020-07-14,Kapalı,False
L001652,C01269,customer,İşletme Kredisi,34110.58,120,3.35,2019-01-07,Aktif,False
L001653,C01270,customer,İhtiyaç Kredisi,8143.13,36,2.61,2026-02-14,Aktif,False
L001654,C01270,customer,Konut Kredisi,28382.11,24,4.18,2019-10-01,Kapalı,False
L001655,C01270,customer,İhtiyaç Kredisi,20141.08,6,4.12,2022-03-18,Kapalı,False
L001656,C01271,customer,KOBİ Kredisi,148862.12,60,4.01,2020-08-13,Kapalı,False
L001657,C01272,customer,İşletme Kredisi,9186.93,48,3.14,2025-03-07,Aktif,False
L001658,C01273,customer,Konut Kredisi,48687.18,24,3.57,2022-11-22,Kapalı,False
L001659,C01274,customer,KOBİ Kredisi,9366.53,84,3.1,2020-08-05,Aktif,False
L001660,C01274,customer,İşletme Kredisi,17773.01,6,3.02,2026-03-20,Aktif,False
L001661,C01275,customer,Konut Kredisi,169492.7,48,3.5,2020-01-23,Kapalı,True
L001662,C01275,customer,KOBİ Kredisi,20709.18,120,4.64,2021-05-29,Aktif,False
L001663,C01276,customer,Taşıt Kredisi,62870.78,36,3.72,2026-03-25,Aktif,False
L001664,C01276,customer,İşletme Kredisi,39985.48,6,4.74,2024-03-22,Aktif,False
L001665,C01276,customer,Konut Kredisi,97348.26,120,3.8,2020-08-03,Aktif,False
L001666,C01277,customer,Konut Kredisi,47428.58,36,3.35,2025-04-19,Aktif,False
L001667,C01278,customer,İşletme Kredisi,30523.61,60,3.39,2019-12-05,Kapalı,False
L001668,C01278,customer,Taşıt Kredisi,14576.15,6,3.43,2022-05-30,Kapalı,True
L001669,C01279,customer,Konut Kredisi,36270.33,36,3.16,2019-01-30,Kapalı,False
L001670,C01279,customer,Taşıt Kredisi,78389.34,120,3.64,2021-10-15,Aktif,False
L001671,C01280,customer,Konut Kredisi,12510.79,60,3.8,2021-05-23,Kapalı,False
L001672,C01281,customer,Kredi Kartı,20289.13,48,4.09,2021-06-03,Kapalı,False
L001673,C01282,customer,KOBİ Kredisi,14446.89,24,4.88,2020-06-06,Kapalı,False
L001674,C01283,customer,Taşıt Kredisi,24450.04,48,2.56,2024-12-08,Aktif,False
L001675,C01284,customer,Taşıt Kredisi,37912.97,24,4.18,2021-08-07,Aktif,True
L001676,C01285,customer,KOBİ Kredisi,42879.41,48,4.08,2023-10-03,Aktif,False
L001677,C01286,customer,İhtiyaç Kredisi,68348.52,36,3.16,2024-12-11,Aktif,True
L001678,C01286,customer,İşletme Kredisi,31949.79,60,3.08,2022-04-23,Aktif,False
L001679,C01287,customer,İhtiyaç Kredisi,68687.95,60,2.57,2020-11-08,Kapalı,False
L001680,C01287,customer,İhtiyaç Kredisi,18311.94,6,2.51,2020-05-10,Kapalı,True
L001681,C01288,customer,Konut Kredisi,436224.33,36,3.3,2021-06-11,Kapalı,False
L001682,C01289,customer,İşletme Kredisi,71813.08,6,4.46,2025-07-07,Kapalı,False
L001683,C01290,customer,Konut Kredisi,262634.16,6,2.75,2026-06-11,Aktif,False
L001684,C01291,customer,KOBİ Kredisi,21711.8,6,3.89,2019-08-13,Kapalı,False
L001685,C01292,customer,KOBİ Kredisi,12399.34,48,3.87,2026-06-24,Aktif,False
L001686,C01292,customer,Konut Kredisi,9958.43,60,4.86,2024-11-05,Aktif,False
L001687,C01293,customer,Taşıt Kredisi,19616.36,24,3.39,2022-12-10,Kapalı,False
L001688,C01294,customer,KOBİ Kredisi,23329.01,60,2.75,2024-03-30,Aktif,False
L001689,C01294,customer,Kredi Kartı,23618.95,84,4.21,2022-04-16,Aktif,False
L001690,C01294,customer,Taşıt Kredisi,27349.16,24,2.97,2024-07-17,Kapalı,True
L001691,C01295,customer,İşletme Kredisi,85816.13,36,2.76,2020-08-22,Kapalı,True
L001692,C01296,customer,KOBİ Kredisi,13393.18,120,2.52,2022-07-02,Aktif,False
L001693,C01297,customer,Taşıt Kredisi,131580.7,24,4.06,2020-12-09,Kapalı,False
L001694,C01297,customer,İşletme Kredisi,52321.66,60,2.85,2020-12-16,Kapalı,False
L001695,C01297,customer,Konut Kredisi,9782.78,120,3.46,2019-11-07,Aktif,False
L001696,C01298,customer,Taşıt Kredisi,34911.56,6,3.84,2021-06-29,Kapalı,False
L001697,C01299,customer,KOBİ Kredisi,18105.92,120,2.81,2025-12-26,Aktif,False
L001698,C01300,customer,Taşıt Kredisi,33320.97,48,4.35,2019-07-27,Kapalı,False
L001699,C01300,customer,KOBİ Kredisi,5445.51,36,3.99,2023-03-17,Kapalı,False
L001700,C01301,customer,İhtiyaç Kredisi,24985.92,120,2.81,2022-10-16,Aktif,False
L001701,C01303,customer,Taşıt Kredisi,296876.15,36,4.61,2024-03-27,Aktif,False
L001702,C01303,customer,Konut Kredisi,23839.83,120,4.28,2024-03-31,Aktif,False
L001703,C01304,customer,Taşıt Kredisi,26109.26,6,2.77,2023-11-15,Kapalı,False
L001704,C01305,customer,İşletme Kredisi,37484.17,24,2.55,2024-02-03,Aktif,False
L001705,C01305,customer,Konut Kredisi,4163.51,48,3.71,2026-01-22,Aktif,False
L001706,C01305,customer,İşletme Kredisi,43807.4,12,3.84,2022-11-15,Kapalı,False
L001707,C01306,customer,İşletme Kredisi,129081.55,120,3.14,2021-06-16,Aktif,False
L001708,C01307,customer,Kredi Kartı,38109.58,36,3.14,2024-07-06,Aktif,False
L001709,C01308,customer,Konut Kredisi,51186.72,12,2.91,2022-01-04,Kapalı,False
L001710,C01308,customer,Kredi Kartı,39730.13,48,2.68,2026-02-24,Aktif,False
L001711,C01309,customer,İşletme Kredisi,30344.48,36,4.83,2023-07-31,Kapalı,False
L001712,C01310,customer,İşletme Kredisi,7837.15,6,4.8,2024-02-28,Kapalı,False
L001713,C01312,customer,İhtiyaç Kredisi,14252.58,12,3.68,2022-11-22,Aktif,False
L001714,C01312,customer,İhtiyaç Kredisi,10265.06,6,3.41,2024-07-15,Aktif,False
L001715,C01313,customer,Kredi Kartı,28915.36,12,4.23,2025-04-22,Kapalı,False
L001716,C01313,customer,İşletme Kredisi,37115.53,84,2.71,2020-03-03,Aktif,True
L001717,C01314,customer,İşletme Kredisi,72936.12,6,3.43,2019-09-20,Kapalı,False
L001718,C01315,customer,KOBİ Kredisi,23877.47,24,3.05,2025-08-24,Aktif,False
L001719,C01315,customer,İhtiyaç Kredisi,13131.82,12,3.23,2021-02-01,Aktif,False
L001720,C01316,customer,Kredi Kartı,6679.87,12,2.62,2022-12-29,Kapalı,False
L001721,C01317,customer,Konut Kredisi,30075.11,24,3.68,2019-09-04,Kapalı,False
L001722,C01317,customer,İhtiyaç Kredisi,477247.2,12,3.88,2023-07-12,Kapalı,False
L001723,C01318,customer,KOBİ Kredisi,27756.2,6,3.3,2022-11-07,Kapalı,False
L001724,C01319,customer,Taşıt Kredisi,223546.07,84,4.25,2025-03-09,Aktif,False
L001725,C01319,customer,Kredi Kartı,79197.36,12,4.71,2025-10-12,Aktif,False
L001726,C01320,customer,Konut Kredisi,19332.73,120,3.02,2019-12-09,Aktif,False
L001727,C01321,customer,İhtiyaç Kredisi,88740.21,24,4.72,2026-06-21,Aktif,False
L001728,C01321,customer,KOBİ Kredisi,10860.27,12,4.03,2019-05-12,Aktif,False
L001729,C01322,customer,Taşıt Kredisi,40850.79,24,3.71,2022-10-25,Aktif,False
L001730,C01322,customer,Taşıt Kredisi,29536.0,12,2.62,2021-01-11,Kapalı,False
L001731,C01322,customer,Taşıt Kredisi,13168.9,48,3.31,2024-09-14,Aktif,False
L001732,C01324,customer,Kredi Kartı,12327.94,6,3.74,2022-08-22,Kapalı,False
L001733,C01324,customer,Taşıt Kredisi,16342.69,12,2.63,2023-12-19,Kapalı,False
L001734,C01325,customer,Kredi Kartı,32756.34,6,4.63,2026-03-31,Aktif,False
L001735,C01326,customer,KOBİ Kredisi,32419.2,36,2.68,2019-10-01,Kapalı,False
L001736,C01327,customer,KOBİ Kredisi,33744.88,120,4.08,2019-03-08,Aktif,False
L001737,C01328,customer,İşletme Kredisi,14067.8,120,3.57,2024-12-29,Aktif,False
L001738,C01329,customer,Taşıt Kredisi,5075.68,60,2.75,2019-03-23,Kapalı,False
L001739,C01329,customer,Konut Kredisi,36379.03,60,4.18,2025-12-12,Aktif,False
L001740,C01330,customer,İşletme Kredisi,4585.43,12,4.76,2021-06-29,Aktif,False
L001741,C01331,customer,Konut Kredisi,6355.08,120,3.58,2019-01-15,Aktif,False
L001742,C01331,customer,İşletme Kredisi,35906.21,120,4.16,2021-03-01,Aktif,False
L001743,C01332,customer,İhtiyaç Kredisi,29970.83,36,3.76,2023-01-05,Kapalı,False
L001744,C01332,customer,Konut Kredisi,43077.38,48,2.54,2019-01-26,Kapalı,False
L001745,C01334,customer,Konut Kredisi,23583.43,120,3.31,2020-03-24,Aktif,False
L001746,C01335,customer,Kredi Kartı,14890.99,84,3.79,2020-06-16,Aktif,False
L001747,C01336,customer,Konut Kredisi,4546.1,36,4.79,2023-08-03,Kapalı,False
L001748,C01338,customer,İhtiyaç Kredisi,21500.55,48,3.25,2022-09-26,Aktif,False
L001749,C01338,customer,Taşıt Kredisi,10002.81,48,2.67,2025-03-14,Aktif,False
L001750,C01339,customer,KOBİ Kredisi,27778.71,24,4.28,2019-04-03,Kapalı,False
L001751,C01340,customer,İşletme Kredisi,4931.59,48,3.43,2022-11-21,Aktif,False
L001752,C01341,customer,İşletme Kredisi,43385.43,48,4.55,2022-09-10,Kapalı,True
L001753,C01341,customer,Taşıt Kredisi,5415.42,24,2.96,2023-12-22,Kapalı,False
L001754,C01342,customer,Kredi Kartı,29674.39,6,2.99,2020-06-14,Kapalı,False
L001755,C01342,customer,KOBİ Kredisi,16391.47,84,4.87,2024-06-09,Aktif,False
L001756,C01342,customer,Taşıt Kredisi,86277.63,120,3.38,2025-08-16,Aktif,False
L001757,C01343,customer,Kredi Kartı,39012.2,48,4.84,2021-11-08,Aktif,False
L001758,C01344,customer,İhtiyaç Kredisi,30052.18,6,4.31,2023-07-20,Kapalı,False
L001759,C01344,customer,Taşıt Kredisi,127210.03,12,4.56,2019-02-01,Aktif,False
L001760,C01345,customer,Taşıt Kredisi,39541.58,6,3.99,2023-08-31,Kapalı,False
L001761,C01346,customer,Taşıt Kredisi,70172.22,120,3.35,2020-02-26,Aktif,True
L001762,C01347,customer,Kredi Kartı,31368.14,48,3.6,2020-11-15,Kapalı,False
L001763,C01348,customer,Konut Kredisi,67918.76,48,3.98,2021-01-28,Kapalı,False
L001764,C01349,customer,Taşıt Kredisi,26804.6,60,2.9,2021-05-13,Kapalı,False
L001765,C01349,customer,KOBİ Kredisi,33335.95,24,2.58,2022-06-29,Aktif,False
L001766,C01350,customer,İşletme Kredisi,62589.3,36,4.78,2020-11-10,Kapalı,False
L001767,C01352,customer,Taşıt Kredisi,17448.76,60,3.33,2019-04-18,Kapalı,False
L001768,C01353,customer,KOBİ Kredisi,257419.11,120,2.63,2021-12-07,Aktif,False
L001769,C01354,customer,Kredi Kartı,2522.56,6,3.24,2021-02-27,Kapalı,False
L001770,C01354,customer,İhtiyaç Kredisi,29033.12,36,4.49,2024-05-07,Aktif,False
L001771,C01355,customer,Konut Kredisi,28694.34,120,4.62,2024-07-04,Aktif,False
L001772,C01355,customer,Taşıt Kredisi,78734.9,24,4.71,2021-01-17,Kapalı,False
L001773,C01356,customer,Kredi Kartı,15805.67,24,3.65,2019-07-04,Kapalı,False
L001774,C01357,customer,Kredi Kartı,20197.09,24,3.85,2021-05-29,Kapalı,False
L001775,C01357,customer,İhtiyaç Kredisi,12621.9,36,2.84,2021-07-15,Kapalı,False
L001776,C01358,customer,Kredi Kartı,37331.15,36,4.78,2025-03-15,Aktif,False
L001777,C01359,customer,Taşıt Kredisi,110607.48,60,4.56,2019-05-15,Kapalı,False
L001778,C01361,customer,Konut Kredisi,139280.3,84,3.03,2021-09-09,Aktif,False
L001779,C01362,customer,KOBİ Kredisi,195343.16,84,4.53,2023-08-29,Aktif,False
L001780,C01362,customer,Kredi Kartı,294283.36,36,4.78,2023-07-26,Aktif,False
L001781,C01363,customer,Kredi Kartı,31566.01,48,3.13,2025-11-29,Aktif,False
L001782,C01364,customer,İşletme Kredisi,36506.47,120,4.1,2025-01-29,Aktif,False
L001783,C01364,customer,Konut Kredisi,151719.3,12,3.46,2021-06-19,Kapalı,False
L001784,C01365,customer,Konut Kredisi,11796.72,60,4.23,2022-08-06,Aktif,False
L001785,C01366,customer,Taşıt Kredisi,10985.28,84,4.8,2024-08-01,Aktif,False
L001786,C01366,customer,KOBİ Kredisi,57328.49,60,2.56,2025-07-09,Aktif,False
L001787,C01367,customer,Taşıt Kredisi,149971.66,36,4.62,2019-12-30,Kapalı,False
L001788,C01368,customer,Kredi Kartı,7218.16,84,4.44,2020-03-21,Aktif,False
L001789,C01368,customer,KOBİ Kredisi,157245.13,84,4.52,2021-07-29,Aktif,False
L001790,C01368,customer,Konut Kredisi,21011.28,24,3.62,2024-09-28,Aktif,False
L001791,C01369,customer,İşletme Kredisi,2445.4,12,3.76,2020-02-03,Kapalı,False
L001792,C01369,customer,KOBİ Kredisi,18647.96,24,4.12,2022-04-24,Kapalı,False
L001793,C01370,customer,İhtiyaç Kredisi,69656.59,60,4.68,2021-11-27,Aktif,False
L001794,C01370,customer,İhtiyaç Kredisi,3979.94,12,4.84,2026-07-26,Aktif,False
L001795,C01371,customer,Konut Kredisi,48297.35,6,3.5,2023-10-22,Kapalı,False
L001796,C01373,customer,KOBİ Kredisi,9727.82,84,4.44,2022-12-18,Aktif,True
L001797,C01374,customer,Taşıt Kredisi,958.25,84,3.89,2024-05-30,Aktif,False
L001798,C01374,customer,Kredi Kartı,14095.95,48,3.03,2025-09-11,Aktif,False
L001799,C01375,customer,KOBİ Kredisi,26515.88,60,3.31,2021-07-13,Kapalı,False
L001800,C01376,customer,Taşıt Kredisi,20128.57,48,4.03,2023-02-06,Aktif,False
L001801,C01376,customer,İşletme Kredisi,55208.01,36,2.67,2021-06-24,Kapalı,False
L001802,C01377,customer,KOBİ Kredisi,7076.5,60,4.05,2020-03-20,Kapalı,False
L001803,C01378,customer,Taşıt Kredisi,23928.15,36,4.77,2019-08-04,Kapalı,False
L001804,C01378,customer,KOBİ Kredisi,3550.93,84,4.77,2019-05-29,Kapalı,False
L001805,C01379,customer,KOBİ Kredisi,39426.73,60,4.84,2026-07-07,Aktif,False
L001806,C01380,customer,İhtiyaç Kredisi,94953.78,24,4.36,2022-01-23,Kapalı,False
L001807,C01381,customer,Taşıt Kredisi,114659.21,36,3.13,2022-05-07,Kapalı,False
L001808,C01381,customer,KOBİ Kredisi,26566.63,84,2.79,2025-07-09,Aktif,False
L001809,C01382,customer,Taşıt Kredisi,26934.44,24,4.02,2023-03-03,Kapalı,False
L001810,C01383,customer,İhtiyaç Kredisi,53728.84,48,2.82,2026-03-17,Aktif,False
L001811,C01384,customer,KOBİ Kredisi,19560.37,36,2.73,2022-10-19,Kapalı,False
L001812,C01385,customer,İşletme Kredisi,8254.13,6,3.4,2024-10-27,Aktif,True
L001813,C01386,customer,Kredi Kartı,12918.19,12,4.37,2023-05-20,Kapalı,False
L001814,C01387,customer,KOBİ Kredisi,13023.12,48,3.28,2021-12-15,Kapalı,False
L001815,C01387,customer,KOBİ Kredisi,8908.54,120,4.73,2021-03-27,Aktif,False
L001816,C01387,customer,KOBİ Kredisi,63504.16,12,4.11,2024-12-18,Kapalı,False
L001817,C01388,customer,İşletme Kredisi,30371.01,48,3.77,2021-10-25,Kapalı,False
L001818,C01388,customer,Taşıt Kredisi,15449.52,84,3.2,2025-10-05,Aktif,False
L001819,C01389,customer,Kredi Kartı,144773.37,12,2.58,2024-08-27,Kapalı,False
L001820,C01390,customer,İhtiyaç Kredisi,51649.1,12,2.91,2022-11-05,Kapalı,False
L001821,C01391,customer,Kredi Kartı,6033.13,120,3.56,2022-01-03,Aktif,False
L001822,C01392,customer,İhtiyaç Kredisi,71196.48,60,4.06,2022-01-18,Aktif,False
L001823,C01393,customer,İhtiyaç Kredisi,24323.61,48,4.28,2025-09-30,Aktif,False
L001824,C01394,customer,Konut Kredisi,36918.29,12,3.72,2020-05-15,Aktif,False
L001825,C01395,customer,KOBİ Kredisi,19235.17,12,3.17,2022-06-29,Kapalı,False
L001826,C01397,customer,Konut Kredisi,3527.2,6,4.18,2022-04-30,Kapalı,False
L001827,C01398,customer,Taşıt Kredisi,13841.33,60,2.59,2024-08-15,Aktif,False
L001828,C01398,customer,Taşıt Kredisi,5494.47,120,3.07,2019-05-03,Aktif,False
L001829,C01399,customer,İhtiyaç Kredisi,7413.39,36,3.12,2022-11-16,Kapalı,False
L001830,C01399,customer,İhtiyaç Kredisi,42800.44,12,4.46,2019-06-01,Kapalı,False
L001831,C01400,customer,İşletme Kredisi,91905.63,24,3.85,2021-11-11,Kapalı,False
L001832,C01401,customer,İhtiyaç Kredisi,7788.42,24,4.66,2025-01-29,Aktif,False
L001833,C01402,customer,Konut Kredisi,13467.96,120,3.98,2021-01-01,Aktif,False
L001834,C01403,customer,Taşıt Kredisi,43912.85,12,3.6,2026-04-25,Aktif,False
L001835,C01403,customer,İşletme Kredisi,60599.27,12,2.83,2019-02-02,Kapalı,False
L001836,C01404,customer,İhtiyaç Kredisi,47499.54,48,4.71,2020-06-13,Kapalı,False
L001837,C01404,customer,Kredi Kartı,7447.14,120,2.8,2025-09-18,Aktif,True
L001838,C01405,customer,Taşıt Kredisi,36772.85,60,2.75,2022-02-15,Aktif,False
L001839,C01406,customer,KOBİ Kredisi,8643.9,48,3.86,2020-09-05,Kapalı,False
L001840,C01407,customer,Taşıt Kredisi,1967.52,60,2.61,2025-05-17,Aktif,False
L001841,C01407,customer,Konut Kredisi,15758.46,120,4.29,2023-06-20,Aktif,False
L001842,C01408,customer,Kredi Kartı,24594.6,12,4.75,2025-01-11,Kapalı,False
L001843,C01409,customer,İşletme Kredisi,116996.08,48,4.21,2019-11-07,Aktif,False
L001844,C01410,customer,Taşıt Kredisi,20308.02,48,4.74,2025-05-21,Aktif,False
L001845,C01411,customer,Konut Kredisi,16894.07,36,4.51,2024-08-08,Aktif,True
