company_id,firma_unvani,mersis_no,sektor,sehir,kurulus_tarihi,sermaye_tl,calisan_sayisi,kkb_firma_skoru
F00237,Toros Makine Ltd. Şti.,0029785788867836,Sağlık,Bursa,2000-06-14,9944498.3,29,1319
F00238,Kaptan Metal A.Ş.,2920075188639307,Metal ve Makine,İstanbul,2008-08-17,697972.1,11,1660
F00239,Sahil Holding A.Ş.,3454520931655012,İnşaat,Gaziantep,2023-07-16,319762.09,14,1293
F00240,Bumerang Danışmanlık A.Ş.,9139574228926595,Lojistik,İstanbul,2012-06-25,54604.99,93,1117
F00241,Kervan Tekstil A.Ş.,3960843032483975,Gıda ve İçecek,Ankara,2005-04-20,60112.56,10,1111
F00242,Anka Teknoloji A.Ş.,0543403332049458,Gıda ve İçecek,Ankara,2012-10-15,253499.2,26,1698
F00243,Vadi Ticaret Ltd. Şti.,5548280087004986,Tarım,Ankara,2023-07-06,657502.47,9,1414
F00244,Umut Enerji A.Ş.,4190174006102093,Sağlık,Kayseri,2008-11-26,420276.02,2,1481
F00245,Pusula Makine A.Ş.,2635473929468739,Enerji,Mersin,2013-12-20,54012.5,103,1278
F00246,Kervan Holding A.Ş.,3437796641498761,Lojistik,İzmir,1997-06-26,218958.46,6,1211
F00247,Erguvan Enerji Ltd. Şti.,8336814856209257,Finans ve Sigorta,Eskişehir,2001-10-30,3273934.16,34,935
F00248,Kervan Tarım Ltd. Şti.,9435188418110656,Finans ve Sigorta,Samsun,2016-08-08,1403716.88,44,1315
F00249,Pusula Tarım Ltd. Şti.,4855096634827216,Kimya,Trabzon,2011-08-23,376008.35,13,1900
F00250,Yörünge Holding A.Ş.,3186361906771708,Otomotiv,İzmir,2019-04-08,111756.85,15,1271
F00251,Cevher Holding Ltd. Şti.,1227651020756186,İnşaat,Ankara,2013-08-17,55473.21,120,973
F00252,Toprak Grup Ltd. Şti.,4190221694664933,Sağlık,Ankara,2020-09-13,341855.05,2,1190
F00253,Bereket Yapı A.Ş.,8020732406920121,Tekstil,Antalya,2022-03-07,426840.51,5,1576
F00254,Mavera Ticaret A.Ş.,3654428176776918,Gıda ve İçecek,İstanbul,2022-04-03,199596.84,42,1808
F00255,Yörünge İnşaat A.Ş.,1825663893942357,Kimya,İstanbul,2023-06-27,140727.51,14,1455
F00256,Toros Grup Ltd. Şti.,5880720265340375,Otomotiv,Antalya,2023-04-02,530345.64,13,1457
F00257,Bahar Tarım A.Ş.,7590956079941173,Kimya,Adana,1997-07-03,205305.19,15,1789
F00258,Umut Yazılım Ltd. Şti.,0713659424956345,Tekstil,Konya,2004-09-14,546173.28,27,1616
F00259,Bahar Gıda Ltd. Şti.,7200699425139441,Sağlık,Ankara,1998-01-10,226570.25,18,1074
F00260,Ege Lojistik A.Ş.,2753909651261498,Lojistik,İstanbul,2019-12-04,1083479.76,1,1283
F00261,Doğuş Danışmanlık A.Ş.,0624395101040252,Perakende Ticaret,Antalya,1999-12-18,941270.25,3,1429
F00262,Damla Lojistik Ltd. Şti.,6486317336098013,Tarım,İzmir,2014-08-06,126900.29,9,1683
F00263,Bereket Gıda Ltd. Şti.,8202041316271218,Metal ve Makine,İstanbul,2006-06-25,333654.94,1,1017
F00264,Aydın Enerji A.Ş.,9719068724843573,Bilişim ve Yazılım,İstanbul,2015-06-30,784552.92,21,1900
F00265,Nokta Kimya Ltd. Şti.,0003506273036425,Lojistik,Ankara,1995-01-24,1708134.43,9,1900
F00266,Yıldız Holding A.Ş.,2108694570713131,Turizm ve Konaklama,İstanbul,2002-08-16,275661.14,5,1137
F00267,Çınar Grup A.Ş.,3814433206744976,Tekstil,Bursa,2002-04-18,22417.62,67,1878
F00268,Deniz Yapı A.Ş.,9783684751004502,Kimya,İstanbul,1997-02-04,87810.98,10,1428
F00269,Doğuş Grup A.Ş.,7515088816837976,Kimya,Ankara,2011-02-03,93303.38,2,1246
F00270,Bumerang Turizm Ltd. Şti.,4459067972774942,Perakende Ticaret,Konya,2003-02-14,188492.34,9,1466
F00271,Yörünge Endüstri Ltd. Şti.,9590786917275305,İnşaat,İstanbul,1999-09-02,1292994.78,9,1379
F00272,Ege Yapı A.Ş.,6685709431128665,Tarım,Mersin,2014-05-29,596931.46,23,1215
F00273,Sahil Tekstil Ltd. Şti.,6998254553857956,Tekstil,Ankara,2021-08-30,298347.69,23,1061
F00274,Toros Kimya A.Ş.,9460956442567787,Turizm ve Konaklama,Ankara,1999-09-15,1077218.61,56,1111
F00275,Pusula Otomotiv Ltd. Şti.,1945871692278913,Tarım,Samsun,2023-10-28,332048.73,25,1236
F00276,Bumerang Holding A.Ş.,9596874679384794,Gıda ve İçecek,Ankara,2006-08-16,455784.43,15,959
F00277,Yörünge Danışmanlık Ltd. Şti.,9230860468843868,İnşaat,Ankara,2019-10-08,444665.44,4,1519
F00278,Bahar Endüstri Ltd. Şti.,5251173094539377,Tarım,İstanbul,1996-02-23,128241.16,11,1811
F00279,Berrak Tarım Ltd. Şti.,1436316150112427,Finans ve Sigorta,Ankara,2001-03-14,463248.92,4,1005
F00280,Zirve Turizm Ltd. Şti.,3690904404397577,Sağlık,İstanbul,1996-06-30,138796.89,19,1507
F00281,Rüzgar Holding A.Ş.,9591670407118952,İnşaat,Adana,2002-03-08,106147.77,4,1322
F00282,Yörünge Otomotiv Ltd. Şti.,4620238331474445,Bilişim ve Yazılım,Gaziantep,1996-03-08,219685.87,116,1410
F00283,Aydın Enerji A.Ş.,6481706401725798,Finans ve Sigorta,Samsun,2008-12-23,1974208.49,4,838
F00284,Erguvan Holding A.Ş.,1615330170690796,Finans ve Sigorta,İstanbul,2014-01-09,78268.96,44,1900
F00285,Vadi Enerji Ltd. Şti.,3044111066785687,Gıda ve İçecek,İstanbul,1997-07-03,113505.05,8,1049
F00286,Bahar Sistem A.Ş.,1824190058564240,Kimya,Ankara,2011-12-14,36577.78,27,1466
F00287,Kaptan Grup Ltd. Şti.,7890116870094502,Bilişim ve Yazılım,Ankara,2020-02-08,271450.96,3,1801
F00288,Meridyen Holding Ltd. Şti.,1840588689462833,Bilişim ve Yazılım,İstanbul,2013-10-19,154246.55,22,963
F00289,Damla Kimya Ltd. Şti.,4924862347041654,Enerji,Samsun,2019-09-05,217601.85,18,1498
F00290,Bereket Tarım A.Ş.,7171477724014690,Lojistik,Ankara,2019-06-25,318097.56,22,1060
F00291,Meridyen Endüstri A.Ş.,0863995304588791,Turizm ve Konaklama,Adana,2012-11-04,333403.87,15,1397
F00292,Çınar Kimya A.Ş.,8706952049105748,Bilişim ve Yazılım,İstanbul,2005-09-08,290564.17,3,914
F00293,Kaptan İnşaat A.Ş.,7080245343662009,Perakende Ticaret,İstanbul,2002-08-26,23489.41,30,1648
F00294,Yıldız Teknoloji Ltd. Şti.,0153700324692610,Finans ve Sigorta,Trabzon,2020-08-06,678680.21,18,760
F00295,Doğuş Danışmanlık Ltd. Şti.,9746668325389727,Sağlık,Ankara,2002-09-21,86735.49,15,1440
F00296,Çınar Sistem Ltd. Şti.,6124172297808147,Tarım,Bursa,2012-03-16,210023.97,19,1403
F00297,Sahil Metal Ltd. Şti.,7764579705378450,Eğitim,Ankara,2005-04-22,306461.53,7,1694
F00298,Ege Tarım A.Ş.,2500975176420652,Sağlık,İstanbul,2008-05-18,167067.17,3,1078
F00299,Bereket İnşaat A.Ş.,0160736054455932,Bilişim ve Yazılım,İstanbul,2005-12-03,182898.6,36,1387
F00300,Berrak Holding Ltd. Şti.,1606712958016416,Bilişim ve Yazılım,Samsun,2005-11-21,218652.06,3,1545
F00301,Bumerang Yazılım Ltd. Şti.,5158995169884665,Perakende Ticaret,İzmir,2001-01-08,130986.9,12,1844
F00302,Kıvılcım Lojistik A.Ş.,9945247120130286,Perakende Ticaret,Eskişehir,2012-05-04,469601.46,2,779
F00303,Cevher Metal Ltd. Şti.,5544232420216975,Enerji,Adana,2014-01-04,250010.58,4,1504
F00304,Doğuş Endüstri Ltd. Şti.,9463995285012922,Otomotiv,Bursa,2004-07-22,281106.64,15,1187
F00305,Aydın Turizm Ltd. Şti.,1894811980946320,Metal ve Makine,Ankara,2013-12-04,1822139.69,231,1316
F00306,Yörünge Teknoloji A.Ş.,7492089186745612,İnşaat,Mersin,2005-05-30,395672.91,14,1250
F00307,Umut Yapı A.Ş.,1050519579438383,Otomotiv,Ankara,2010-10-18,107443.72,4,969
F00308,Mavera Yazılım Ltd. Şti.,0918611995540986,Bilişim ve Yazılım,Ankara,2005-05-23,419057.75,8,626
F00309,Toros Otomotiv A.Ş.,5898940126816590,Turizm ve Konaklama,Konya,2022-03-04,437724.08,12,1732
F00310,Ege Lojistik A.Ş.,2434279751977114,Gıda ve İçecek,Ankara,2002-07-08,404511.17,3,641
F00311,Zirve Gıda A.Ş.,5942299015826879,Metal ve Makine,Antalya,1996-04-21,121610.72,7,1682
F00312,Zirve Yazılım Ltd. Şti.,1918847022574014,Enerji,Konya,2011-07-09,265731.58,41,1002
F00313,Rüzgar Turizm Ltd. Şti.,9077071324676978,Tekstil,Trabzon,2000-09-04,775909.23,27,794
F00314,Deniz Tekstil Ltd. Şti.,4580747284589362,Lojistik,Denizli,1996-09-25,1149548.28,14,1517
F00315,Erguvan Kimya Ltd. Şti.,4211891535940882,Tarım,Bursa,2018-02-05,103633.33,48,1044
F00316,Berrak Holding Ltd. Şti.,9404652090825629,Sağlık,İzmir,2009-01-11,670179.74,30,1107
F00317,Rüzgar Makine A.Ş.,3508590693248140,Tekstil,Antalya,2011-11-12,2377858.76,16,1596
F00318,Doruk Ticaret Ltd. Şti.,0336636583456338,Enerji,Ankara,2015-03-07,50019.45,111,1032
F00319,Bahar Tarım A.Ş.,5643388856961881,Metal ve Makine,Samsun,2005-10-07,828502.45,4,1124
F00320,Çınar Ticaret A.Ş.,7060061294730276,Finans ve Sigorta,İzmir,2015-04-30,638980.65,37,1018
F00321,Kervan Kimya Ltd. Şti.,2571917627019827,Kimya,İstanbul,2012-04-20,890483.08,38,1118
F00322,Mavera Makine Ltd. Şti.,6702178938143572,Kimya,Kayseri,2003-12-26,1557375.13,3,1122
F00323,Pusula Yapı A.Ş.,8693409091777287,Finans ve Sigorta,İzmir,2022-04-06,454477.14,5,1479
F00324,Kervan Sistem Ltd. Şti.,6844128110106202,Gıda ve İçecek,İstanbul,2004-01-25,349823.38,11,1649
F00325,Kıvılcım Grup A.Ş.,1565675633181555,Eğitim,İstanbul,2021-07-23,208731.31,16,1743
F00326,Bumerang Tarım A.Ş.,0924830398990825,Gıda ve İçecek,Bursa,2004-09-24,640340.17,29,1055
F00327,Doğuş Ticaret Ltd. Şti.,2381770829230425,İnşaat,Konya,2022-09-27,477954.98,5,943
F00328,Berrak Danışmanlık Ltd. Şti.,3738428723869506,Perakende Ticaret,Mersin,2010-06-22,247984.87,5,1637
F00329,Toros İnşaat A.Ş.,9753703405298936,Bilişim ve Yazılım,Mersin,1997-06-17,657361.26,2,1061
F00330,Zirve Enerji Ltd. Şti.,0473875806511287,Kimya,Ankara,2001-02-21,53864.92,8,1536
F00331,Kaptan Otomotiv Ltd. Şti.,8551814505158981,Kimya,Ankara,2018-12-23,205557.91,7,1790
F00332,Pusula Turizm Ltd. Şti.,9161540238724527,Metal ve Makine,İstanbul,2010-02-23,21261.58,46,1236
F00333,Bahar Enerji A.Ş.,9506445482447027,Eğitim,İstanbul,2020-03-27,246244.47,7,1862
F00334,Deniz İnşaat Ltd. Şti.,3143133517204577,Gıda ve İçecek,Adana,2012-12-15,69280.84,13,1558
F00335,Mavera Grup Ltd. Şti.,1398805170336332,İnşaat,Konya,1998-01-26,45610.67,5,1283
F00336,Yörünge Ticaret Ltd. Şti.,9999402027262356,Gıda ve İçecek,Gaziantep,2017-06-18,101181.22,5,1295
F00337,Zirve Endüstri A.Ş.,0961412574210894,Perakende Ticaret,Mersin,1996-04-14,548278.95,9,1723
F00338,Aydın Ticaret A.Ş.,5689364952760690,Otomotiv,İstanbul,2004-04-25,89542.3,3,1887
F00339,Aydın Kimya A.Ş.,2865174404893637,Otomotiv,Ankara,2003-06-24,130124.38,3,787
F00340,Nokta Kimya Ltd. Şti.,6352897469813591,Sağlık,Denizli,2003-02-17,875555.48,9,1323
F00341,Sahil Enerji Ltd. Şti.,3576313142212767,Tarım,Adana,1997-12-31,225230.17,37,1346
F00342,Anka İnşaat A.Ş.,4916663407029955,Perakende Ticaret,İstanbul,1997-01-26,3535831.88,15,1718
F00343,Bahar Makine Ltd. Şti.,7778822154344912,Tekstil,Eskişehir,2007-12-09,650673.88,12,1223
F00344,Bumerang Tarım Ltd. Şti.,6948358705940872,Finans ve Sigorta,Samsun,2013-08-06,386605.6,22,1228
F00345,Ege Holding A.Ş.,1409236998274817,Enerji,Mersin,1995-02-03,322214.5,46,1900
F00346,Ege Ticaret Ltd. Şti.,9147426940451123,Gıda ve İçecek,İstanbul,2016-12-15,686805.39,86,1211
F00347,Bahar Grup A.Ş.,5114904471498525,Kimya,Trabzon,1998-11-18,580747.0,51,1131
F00348,Mavera Otomotiv Ltd. Şti.,7611781948780025,İnşaat,İstanbul,2015-08-10,157290.69,76,1035
F00349,Toros Metal Ltd. Şti.,7920877585221647,Turizm ve Konaklama,Bursa,2023-04-30,61374.94,62,1687
F00350,Çınar Lojistik Ltd. Şti.,3876233143275545,Finans ve Sigorta,İzmir,2013-05-13,431633.56,12,1268
F00351,Yıldız Teknoloji A.Ş.,3770416901769393,Bilişim ve Yazılım,İzmir,2020-11-25,365910.4,65,1471
F00352,Kervan Teknoloji Ltd. Şti.,7870334362341354,Perakende Ticaret,Antalya,2005-11-01,2909975.42,5,1394
F00353,Toprak Turizm A.Ş.,3949142915347721,Perakende Ticaret,Gaziantep,2021-08-16,178017.2,4,1264
F00354,Çınar Lojistik A.Ş.,3512247680636282,Enerji,İzmir,2004-10-29,424667.69,22,1900
F00355,Umut Makine A.Ş.,6658223703459221,Gıda ve İçecek,İzmir,2006-12-25,447268.43,42,1419
F00356,Nokta Tekstil Ltd. Şti.,9530962833813652,Tarım,Antalya,2023-10-14,1699528.06,148,1559
F00357,Kıvılcım Endüstri Ltd. Şti.,2181994562955652,Otomotiv,İzmir,2002-01-21,90045.92,7,1484
F00358,Erguvan Ticaret A.Ş.,6032057843306033,Enerji,İzmir,2022-03-28,443364.65,27,1538
F00359,Bahar Teknoloji Ltd. Şti.,6224025641570723,Otomotiv,Ankara,2018-07-04,270406.97,7,1520
F00360,Doruk Gıda A.Ş.,3549426452350537,Otomotiv,Ankara,2016-01-26,2064680.59,37,1560
F00361,Toros Turizm A.Ş.,0040180184262717,Otomotiv,Antalya,2011-04-02,832779.03,9,1247
F00362,Ege Lojistik A.Ş.,9294550600163539,Gıda ve İçecek,İstanbul,2015-09-09,117881.64,11,1273
F00363,Cevher Gıda Ltd. Şti.,3947861433909776,Gıda ve İçecek,İstanbul,2014-11-04,1013684.44,8,1159
F00364,Deniz Metal Ltd. Şti.,9763912787498242,Enerji,Denizli,2003-11-16,2273508.74,8,1446
F00365,Sahil Grup A.Ş.,7793556339547340,Turizm ve Konaklama,İzmir,2005-06-27,440847.86,4,1608
F00366,Zirve İnşaat Ltd. Şti.,2208565370255562,Turizm ve Konaklama,Gaziantep,2019-03-19,540814.14,63,1124
F00367,Pusula Makine Ltd. Şti.,7224391130240528,Tekstil,Ankara,2023-09-13,299251.12,14,1479
F00368,Mavera Endüstri Ltd. Şti.,5042249170018077,Otomotiv,Kayseri,2008-01-16,54172.23,15,972
F00369,Bumerang Turizm Ltd. Şti.,7776907336238474,Metal ve Makine,İstanbul,2013-03-03,397984.16,1,754
F00370,Bumerang Yazılım A.Ş.,7057470980888059,Turizm ve Konaklama,Bursa,2005-01-08,660269.65,7,1031
F00371,Erguvan Yapı Ltd. Şti.,6719670310882944,Metal ve Makine,İzmir,2012-04-05,1085911.39,18,1661
F00372,Kaptan Endüstri A.Ş.,6618779899890976,İnşaat,İstanbul,2017-02-02,223492.63,196,1146
F00373,Umut Gıda A.Ş.,7239088800928094,Gıda ve İçecek,İzmir,2021-07-05,1828387.71,12,903
F00374,Bereket İnşaat Ltd. Şti.,5316899777699589,Otomotiv,İzmir,2010-08-24,456403.98,18,1084
F00375,Anka Lojistik A.Ş.,1480017877866203,Tarım,Bursa,2016-12-30,97300.44,13,1504
F00376,Kaptan Holding A.Ş.,0727834656810531,Kimya,Konya,2017-10-14,17716.83,38,1251
F00377,Kıvılcım Turizm A.Ş.,3010245421650274,Perakende Ticaret,İstanbul,2019-07-25,62011.66,34,1392
F00378,Anka Sistem Ltd. Şti.,9285243280458789,Metal ve Makine,İstanbul,2019-04-10,1022521.66,20,1399
F00379,Sahil Kimya Ltd. Şti.,3526585026236623,Metal ve Makine,Samsun,2000-11-27,226839.29,21,1275
F00380,Mavera Lojistik Ltd. Şti.,8662430630382194,Finans ve Sigorta,İzmir,2014-11-16,105047.74,24,1356
F00381,Damla Tarım Ltd. Şti.,5099364313173015,Tarım,İstanbul,2008-03-01,278430.68,40,1365
F00382,Rüzgar Sistem Ltd. Şti.,4033878218841093,Finans ve Sigorta,İstanbul,2012-12-10,272811.76,7,1529
F00383,Bereket Yazılım Ltd. Şti.,8038833013831698,Bilişim ve Yazılım,Ankara,2004-02-10,394277.68,33,1226
F00384,Ege Tekstil Ltd. Şti.,3439621177001822,Gıda ve İçecek,Konya,1998-12-07,162170.14,29,1475
F00385,Berrak Kimya A.Ş.,2099426818485563,Kimya,Konya,1999-11-21,99028.21,49,890
F00386,Deniz Metal A.Ş.,2265670100638149,Finans ve Sigorta,İzmir,1999-05-03,635846.99,3,1875
F00387,Aydın Metal A.Ş.,6349788473551746,Kimya,Ankara,2022-08-28,49066.92,42,1375
F00388,Doruk Gıda Ltd. Şti.,2189675392355540,Metal ve Makine,İstanbul,2008-04-02,179285.93,16,1589
F00389,Mavera Tarım Ltd. Şti.,7559278471630829,Enerji,Bursa,2012-10-17,99226.41,5,1594
F00390,Deniz Turizm A.Ş.,3064280720803221,Gıda ve İçecek,Gaziantep,2022-02-06,41024.42,7,1900
F00391,Erguvan Otomotiv Ltd. Şti.,7392564863222546,Otomotiv,Kayseri,2021-10-20,92520.52,42,1224
F00392,Anka Endüstri A.Ş.,7732547535405584,Perakende Ticaret,Ankara,2015-12-19,469747.06,25,1738
F00393,Nokta Holding A.Ş.,4249219509211835,İnşaat,Samsun,2000-11-13,215285.6,98,1151
F00394,Kıvılcım İnşaat A.Ş.,6978857534824238,Perakende Ticaret,Trabzon,2014-09-10,347195.21,17,1063
F00395,Yıldız Endüstri Ltd. Şti.,3719819761598585,Otomotiv,İzmir,2010-11-05,195935.44,15,1270
F00396,Sahil Gıda Ltd. Şti.,2751027694179490,Kimya,İstanbul,2006-09-25,3933406.34,5,1753
F00397,Deniz Lojistik A.Ş.,2923828515384091,Gıda ve İçecek,İstanbul,2010-10-21,688386.54,13,1140
F00398,Zirve İnşaat A.Ş.,4737972906759788,Metal ve Makine,Adana,2012-06-10,115256.94,8,864
F00399,Pusula Lojistik A.Ş.,6479281634445432,Finans ve Sigorta,Gaziantep,2020-09-09,88981.88,3,1713
F00400,Umut Otomotiv A.Ş.,4903790552441266,İnşaat,İzmir,2014-01-26,529828.49,29,1504
F00401,Nokta Endüstri A.Ş.,0063502742672500,İnşaat,Adana,2013-03-19,322437.43,58,1144
F00402,Aydın Tarım Ltd. Şti.,8708965094593654,İnşaat,İstanbul,2012-08-30,301744.71,28,931
F00403,Toprak Holding Ltd. Şti.,1874421375412391,Tekstil,Kayseri,2015-04-13,8090877.79,13,1442
F00404,Nokta İnşaat A.Ş.,1841636844618485,Bilişim ve Yazılım,İzmir,2023-12-17,1069354.59,33,1411
F00405,Rüzgar Grup Ltd. Şti.,7073623398882261,Turizm ve Konaklama,Mersin,2013-03-23,309632.81,2,1071
F00406,Doğuş Danışmanlık A.Ş.,1248687338234732,Lojistik,Bursa,2007-04-14,473985.13,20,1766
F00407,Ege Yapı Ltd. Şti.,3672423062724607,Enerji,Antalya,2006-11-22,235025.39,3,1627
F00408,Yörünge Yazılım A.Ş.,6282835974022734,Sağlık,İstanbul,2018-07-07,1302372.66,33,1350
F00409,Zirve Metal Ltd. Şti.,3709802298008287,İnşaat,Kayseri,2022-03-27,846465.44,415,1362
F00410,Toprak Gıda Ltd. Şti.,3256422324699340,İnşaat,İstanbul,2009-02-04,63391.79,7,1515
F00411,Kaptan Enerji Ltd. Şti.,2310958080644565,Finans ve Sigorta,İstanbul,2001-02-14,45922.72,15,1514
F00412,Pusula Holding Ltd. Şti.,4621284223837458,Turizm ve Konaklama,İstanbul,2008-05-31,1452263.47,49,1587
F00413,Toros Lojistik Ltd. Şti.,0704537008661118,Tarım,Ankara,2010-06-06,24860.94,33,1611
F00414,Umut Holding A.Ş.,1425599172949436,Eğitim,Gaziantep,1999-04-04,355591.83,2,1076
F00415,Vadi Yapı A.Ş.,6783882495763529,Enerji,Gaziantep,1995-07-11,74346.73,1,1309
F00416,Meridyen Turizm Ltd. Şti.,2932688645618582,Lojistik,Antalya,2005-03-24,111568.68,185,1349
F00417,Pusula Makine A.Ş.,4736899856995099,Kimya,İstanbul,2012-06-29,1113622.16,2,1150
F00418,Nokta Metal A.Ş.,8816713290196410,Finans ve Sigorta,Bursa,2023-02-04,298518.64,5,1273
F00419,Zirve Turizm Ltd. Şti.,3990558270149019,Finans ve Sigorta,Bursa,2002-05-29,211135.21,10,1900
F00420,Rüzgar Yazılım A.Ş.,0109109891938702,İnşaat,Denizli,2004-08-23,406788.6,21,1489
F00421,Meridyen Otomotiv Ltd. Şti.,2548685572763518,Lojistik,İzmir,2010-07-19,526438.09,12,1303
F00422,Cevher Enerji A.Ş.,4213951366776095,Tekstil,İstanbul,2016-10-19,322383.68,42,1737
F00423,Vadi Metal Ltd. Şti.,8253638752788751,İnşaat,İstanbul,2018-01-09,205985.63,29,1269
F00424,Kıvılcım Teknoloji A.Ş.,9094933672850071,Metal ve Makine,İstanbul,2013-04-07,278523.47,8,1345
F00425,Bumerang Otomotiv Ltd. Şti.,7444383812487825,Kimya,Bursa,2014-09-04,1173455.15,14,1440
F00426,Toprak Otomotiv Ltd. Şti.,8528574278416348,Enerji,İstanbul,1995-10-06,54614.81,9,1327
F00427,Vadi Makine Ltd. Şti.,9974270379946310,Bilişim ve Yazılım,Ankara,2009-10-18,107790.22,13,1271
F00428,Damla Enerji Ltd. Şti.,1960393223983411,İnşaat,Trabzon,2011-07-02,293019.79,15,1041
F00429,Nokta Danışmanlık Ltd. Şti.,4086738504720096,Gıda ve İçecek,Bursa,2004-08-18,173065.95,14,1755
F00430,Bahar Holding Ltd. Şti.,5258769864598956,İnşaat,İstanbul,2002-02-12,355895.02,6,1447
F00431,Nokta Turizm A.Ş.,5032040616225251,Perakende Ticaret,İstanbul,1998-12-12,1755569.35,33,1564
F00432,Rüzgar İnşaat A.Ş.,9905229407742888,Turizm ve Konaklama,Konya,2005-08-05,596091.34,56,1650
F00433,Kıvılcım Ticaret A.Ş.,1174418382616148,Gıda ve İçecek,Ankara,2019-05-22,500536.81,39,1075
F00434,Aydın Yazılım A.Ş.,6548253563936957,Sağlık,İstanbul,2014-11-04,51405.9,15,1420
F00435,Aydın Metal Ltd. Şti.,3160137789829349,Bilişim ve Yazılım,İzmir,2009-09-02,147517.04,30,841
F00436,Rüzgar Lojistik A.Ş.,5727681341042770,Tarım,Ankara,2000-06-17,149007.29,8,909
F00437,Meridyen Metal Ltd. Şti.,9799429733886438,Gıda ve İçecek,Eskişehir,1997-11-19,1389152.08,3,1133
F00438,Aydın İnşaat Ltd. Şti.,5083813762262424,Eğitim,Ankara,2011-09-06,728525.37,25,1067
F00439,Mavera Turizm A.Ş.,8710195440303609,Lojistik,Ankara,1999-10-26,568489.5,17,1900
F00440,Bumerang Metal Ltd. Şti.,6238356998759849,Kimya,İstanbul,1995-12-22,418459.11,11,1143
F00441,Vadi Teknoloji Ltd. Şti.,1204975974016539,Tarım,Antalya,2016-12-23,118341.8,5,1811
F00442,Berrak Metal Ltd. Şti.,6084736012398090,Sağlık,İzmir,2008-04-03,273694.26,23,1854
F00443,Zirve Teknoloji Ltd. Şti.,0518145282424912,İnşaat,İstanbul,2011-06-07,20044.09,48,1344
F00444,Kıvılcım Makine A.Ş.,1438120435414314,Enerji,İstanbul,2000-08-30,433026.07,5,1173
F00445,Zirve Tarım Ltd. Şti.,7171099899505397,Tarım,Denizli,1997-06-06,459424.77,146,1700
F00446,Meridyen Yapı Ltd. Şti.,4621271879082253,Metal ve Makine,İstanbul,1998-09-25,1079571.99,11,1219
F00447,Kaptan Teknoloji Ltd. Şti.,5187211645393107,Bilişim ve Yazılım,Ankara,2013-10-11,113676.79,8,784
F00448,Damla Otomotiv A.Ş.,7061332922373348,Bilişim ve Yazılım,İstanbul,1997-11-27,120884.25,7,1347
F00449,Kıvılcım Tekstil Ltd. Şti.,7244617092083765,Finans ve Sigorta,Antalya,2019-03-27,310185.29,19,1395
F00450,Umut Holding Ltd. Şti.,0683546330926507,Eğitim,Trabzon,2005-01-17,141550.61,1,1137
F00451,Nokta Holding A.Ş.,7652642824572237,Metal ve Makine,Gaziantep,2010-07-28,92069.99,21,1672
F00452,Cevher Turizm A.Ş.,9328468980210564,Finans ve Sigorta,Antalya,2008-04-11,753457.71,28,1359
F00453,Deniz Holding A.Ş.,4798678055870692,Enerji,Kayseri,2003-03-06,151122.93,6,947
F00454,Anka Holding Ltd. Şti.,8056089441098654,Tarım,İzmir,2021-05-11,798938.36,11,1026
F00455,Toprak Yapı Ltd. Şti.,6465815467930423,Kimya,Bursa,2017-03-28,108105.13,5,1412
F00456,Aydın Holding A.Ş.,9813889329896777,Metal ve Makine,Bursa,2012-07-05,868232.34,9,724
F00457,Toprak Danışmanlık Ltd. Şti.,1428561557445924,Perakende Ticaret,İstanbul,2010-10-11,217923.99,11,1332
F00458,Kervan Yazılım Ltd. Şti.,2235413786032613,Finans ve Sigorta,İzmir,2022-07-21,134563.67,16,1419
F00459,Vadi Metal A.Ş.,2206255065577328,İnşaat,İstanbul,2020-11-23,261107.28,20,1199
F00460,Bereket Sistem Ltd. Şti.,7925154852345115,Perakende Ticaret,İstanbul,2002-09-13,157118.53,53,1567
F00461,Meridyen Metal Ltd. Şti.,9026684860346775,Enerji,İzmir,2023-12-04,666396.87,45,1557
F00462,Erguvan Gıda Ltd. Şti.,2622906405840207,İnşaat,Ankara,2004-02-22,745065.6,2,1299
F00463,Bahar Turizm Ltd. Şti.,1615438405305275,Enerji,Eskişehir,2011-09-27,219478.53,72,1678
F00464,Deniz Teknoloji A.Ş.,0147463819087586,Kimya,Bursa,2006-12-07,134122.69,19,1450
F00465,Deniz Enerji A.Ş.,7853935780070143,Tarım,Antalya,2022-12-03,442309.25,4,1418
F00466,Berrak Lojistik Ltd. Şti.,1833419983237165,Lojistik,İstanbul,2013-06-25,208779.41,17,1182
F00467,Sahil Makine Ltd. Şti.,2399898267007959,Kimya,İstanbul,1998-09-27,140988.06,43,1084
F00468,Nokta Tekstil Ltd. Şti.,1127019164330646,Kimya,İstanbul,2020-12-06,91534.4,12,1168
F00469,Deniz Enerji A.Ş.,6438139809685466,Lojistik,Adana,2010-01-23,101363.52,14,948
F00470,Vadi Teknoloji Ltd. Şti.,1851886125921100,Tekstil,Kayseri,2019-08-14,88542.82,105,1537
F00471,Damla Tarım A.Ş.,5213011713009674,Metal ve Makine,Denizli,2011-03-26,118040.18,20,1570
F00472,Yörünge Tarım Ltd. Şti.,6561171646999326,Turizm ve Konaklama,İstanbul,2018-01-13,801191.97,11,1620
F00473,Aydın Gıda A.Ş.,5001582385192599,Gıda ve İçecek,Adana,2009-01-21,28501.41,4,1359
