company_id,yil,ciro_tl,net_kar_tl,toplam_borc_tl,ozkaynak_tl
F00340,2024,4096609.04,110654.99,1411090.49,955761.43
F00340,2025,4784961.06,579243.87,4009984.53,1241254.13
F00341,2021,503611.57,114098.65,444556.5,275601.81
F00341,2022,431081.43,70828.76,270891.6,268327.01
F00341,2023,394876.51,58748.01,342215.25,282413.51
F00341,2024,341278.15,37388.93,231226.13,253548.24
F00341,2025,220935.45,32907.63,156997.01,239728.18
F00342,2021,6152926.79,366783.03,1448168.21,3841136.63
F00342,2022,5735641.04,618715.79,2837390.18,3925861.19
F00342,2023,7275105.29,885016.6,2099699.82,3869953.32
F00342,2024,8256962.16,2122468.09,5674689.54,4909269.65
F00342,2025,3444781.65,284319.98,2837079.55,3645310.6
F00343,2021,638402.06,70945.7,289313.77,692439.6
F00343,2022,690022.44,98245.48,157219.08,729472.8
F00343,2023,852809.6,53466.18,713640.7,700419.39
F00343,2024,1025964.59,216226.55,395751.18,814308.78
F00343,2025,1343987.48,342501.84,1207383.88,779198.44
F00344,2021,942988.68,141963.02,137985.74,528163.71
F00344,2022,1133896.05,173691.85,302386.4,460956.04
F00344,2023,807159.99,103864.94,389526.73,448033.22
F00344,2024,1141106.01,63446.84,178668.58,429804.17
F00344,2025,1475198.37,41611.11,1020473.96,415054.29
F00345,2021,924844.4,254381.26,517785.57,538573.88
F00345,2022,1138296.44,208591.68,407459.47,476343.61
F00345,2023,1229380.79,233878.25,945877.54,444055.43
F00345,2024,1690602.61,93724.71,1009995.64,382662.36
F00345,2025,1081213.05,118024.88,970951.83,424412.4
F00346,2021,1725982.26,183315.58,417414.2,855626.93
F00346,2022,1722830.87,323990.41,470045.61,893240.3
F00346,2023,2073708.52,446307.35,1371696.13,1014576.88
F00346,2024,1745180.62,370702.23,1377058.29,801113.09
F00346,2025,2589603.82,474334.93,1745790.27,997617.68
F00347,2021,596092.5,152384.04,260056.22,727224.08
F00347,2022,663603.12,93418.46,343181.8,630361.85
F00347,2023,908046.74,144915.68,510893.7,645540.07
F00347,2024,1319608.7,355027.66,860669.1,907417.64
F00347,2025,726045.28,211968.51,266112.29,761548.41
F00348,2021,430487.25,5918.11,182662.49,162402.57
F00348,2022,468801.81,108216.21,186996.64,204351.16
F00348,2023,450071.85,85554.21,105690.45,213040.39
F00348,2024,423275.71,72476.75,396066.18,197239.25
F00348,2025,475276.12,98165.87,376259.05,208293.88
F00349,2021,112649.96,17807.55,18314.35,68887.04
F00349,2022,116921.5,18964.33,95563.1,71770.37
F00349,2023,133650.59,27761.7,51442.68,77544.83
F00349,2024,217340.26,61979.94,140758.62,118481.89
F00349,2025,165034.3,18111.56,101340.53,71101.61
F00350,2021,505455.06,43406.62,265993.56,468526.73
F00350,2022,462066.54,34512.58,160505.05,444918.62
F00350,2023,492641.84,17398.75,212582.46,443130.17
F00350,2024,450679.27,77479.99,122352.32,477791.31
F00350,2025,458971.53,41968.19,97240.22,461016.74
F00351,2021,946947.37,95634.32,447035.83,416916.55
F00351,2022,1057680.61,24465.5,289073.04,388481.69
F00351,2023,1010779.89,176463.46,823311.06,531298.52
F00351,2024,815286.01,162776.55,637178.14,470669.67
F00351,2025,790749.17,24189.6,216373.06,383501.95
F00352,2021,5690091.25,1297348.06,1329192.08,3979946.9
F00352,2022,6240105.27,484549.76,4114789.71,3098996.97
F00352,2023,7935188.4,1961699.94,3018226.16,4469162.16
F00352,2024,4569089.67,1152590.62,3661029.31,3523626.73
F00352,2025,7944366.37,473090.37,6979607.15,3121541.43
F00353,2021,201498.72,25700.51,116612.9,195800.57
F00353,2022,233240.7,12070.26,81447.63,186329.63
F00353,2023,227943.17,45760.61,29169.71,210945.7
F00353,2024,397668.79,30560.14,128708.84,202504.66
F00353,2025,246591.03,19475.31,212645.43,188417.61
F00354,2021,342241.54,43392.09,113644.15,438780.2
F00354,2022,345220.72,19017.52,159171.34,435382.32
F00354,2023,278979.95,53433.86,101753.8,477911.65
F00354,2024,216506.4,50472.5,33537.53,470102.68
F00354,2025,308642.26,23779.18,201766.63,447248.92
F00355,2021,386513.03,52618.86,253447.49,484250.85
F00355,2022,385823.5,15000.54,322947.3,452167.57
F00355,2023,347368.29,54550.8,134196.56,465526.08
F00355,2024,347980.39,9327.62,54900.53,455399.08
F00355,2025,234547.34,32484.2,96076.35,464949.77
F00356,2021,5353711.78,646063.75,2918474.25,1928134.57
F00356,2022,5543509.97,462587.17,2304034.66,1937900.11
F00356,2023,9311047.64,2571111.73,2935308.15,4012914.56
F00356,2024,8091519.46,1103770.74,1122340.19,2741713.18
F00356,2025,6866158.28,1649645.98,1547885.94,2768911.7
F00357,2021,270633.5,50127.26,239598.35,105472.12
F00357,2022,268089.36,30180.68,199827.54,114864.5
F00357,2023,200965.82,34300.1,32757.36,115218.72
F00357,2024,173649.31,49740.78,59878.19,137656.91
F00357,2025,331973.25,99217.75,108814.99,121026.52
F00358,2021,707006.8,52919.33,585396.03,472790.72
F00358,2022,853362.36,82138.48,452456.72,522894.54
F00358,2023,1074070.67,52275.88,281172.22,466654.64
F00358,2024,1279178.18,241232.94,943976.45,631733.43
F00358,2025,1356542.83,396983.21,602258.48,800635.82
F00359,2021,574019.71,152796.96,128922.79,393742.77
F00359,2022,554391.67,113245.2,462621.49,349910.66
F00359,2023,857986.06,183062.82,522771.87,362070.17
F00359,2024,544859.19,12316.71,131303.28,275727.02
F00359,2025,1198283.57,90319.0,1057202.32,302038.56
F00360,2021,2176460.54,629762.84,493429.37,2563663.62
F00360,2022,2366307.91,650469.32,2000318.04,2375822.61
F00360,2023,2892577.33,120225.09,1423309.36,2135418.22
F00360,2024,1987052.69,146908.85,511210.76,2172730.17
F00360,2025,2714761.23,625235.04,2406466.8,2622657.18
F00361,2021,712381.46,37623.29,221975.5,870361.52
F00361,2022,669502.87,155132.06,423705.13,896808.21
F00361,2023,936278.14,252064.65,830154.7,1062725.05
F00361,2024,1032491.55,192021.9,527513.69,951727.09
F00361,2025,1362580.43,395487.25,552345.39,1219514.87
F00362,2021,211874.99,9738.78,71109.0,127263.24
F00362,2022,203050.01,14556.56,65112.15,122992.28
F00362,2023,264482.11,46014.23,109125.09,145532.42
F00362,2024,250247.31,56667.46,72526.58,154058.57
F00362,2025,129544.39,15545.61,98230.31,130461.02
F00363,2021,2095404.05,93331.27,1145033.64,1062355.43
F00363,2022,2106040.7,242817.51,1195100.45,1118457.72
F00363,2023,2266289.73,250808.51,766286.46,1178338.62
F00363,2024,2054593.17,575140.58,843609.0,1480959.75
F00363,2025,1941874.32,172320.07,1234243.41,1126581.53
F00364,2021,7782062.0,1119228.88,2507512.99,3330216.26
F00364,2022,9871283.75,910369.88,1997016.49,2995024.36
F00364,2023,9003554.83,2225077.83,6368838.75,4435868.43
F00364,2024,8562243.25,2175552.17,2357935.54,4392578.68
F00364,2025,16604870.6,1827853.72,8369210.79,3509717.37
F00365,2021,698068.38,104854.08,251075.79,518748.86
F00365,2022,609427.84,88453.96,181346.08,514421.21
F00365,2023,573534.91,90804.51,476382.62,510015.24
F00365,2024,561665.48,147219.35,554923.81,485830.38
F00365,2025,787394.41,13611.59,320861.24,445650.16
F00366,2021,797036.5,115516.93,585571.03,648318.89
F00366,2022,789804.85,65575.95,172098.38,575579.11
F00366,2023,626959.92,61637.98,559377.15,597665.35
F00366,2024,682115.33,154443.57,235179.35,618211.1
F00366,2025,469695.95,119614.48,137768.34,577382.48
F00367,2021,277561.7,9792.87,116966.08,305234.88
F00367,2022,269774.32,69431.77,176239.76,331504.11
F00367,2023,388842.79,39821.23,271338.36,330447.38
F00367,2024,437654.15,64289.7,281232.02,342217.57
F00367,2025,292798.08,69999.2,124217.29,320932.83
F00368,2021,173410.81,31415.25,130487.87,72334.86
F00368,2022,159287.21,23483.29,89121.89,73697.01
F00368,2023,202144.75,20671.69,20948.44,60403.81
F00368,2024,252201.54,57003.24,82187.52,100491.28
F00368,2025,183490.37,31230.42,35441.49,65322.78
F00369,2021,1074470.71,90131.65,991107.97,480140.08
F00369,2022,1140665.91,216293.77,1056154.33,566382.62
F00369,2023,1226355.5,325108.22,177589.99,593293.72
F00369,2024,1246685.42,218931.47,1107666.87,499643.1
F00369,2025,472193.32,36283.26,312133.09,420046.68
F00370,2021,2035080.32,116747.08,826683.95,746117.51
F00370,2022,2120624.85,462351.75,1049638.67,900793.0
F00370,2023,2129888.89,334285.21,1171040.18,797692.35
F00370,2024,2266676.92,643243.96,304240.03,1014723.99
F00370,2025,2275251.71,78847.34,637739.05,687564.48
F00371,2021,2053739.34,183268.12,1120682.01,1148205.61
F00371,2022,1972507.44,570304.74,756360.67,1402031.71
F00371,2023,2337879.36,220041.67,1911344.96,1173567.69
F00371,2024,1933971.82,569258.16,1470626.21,1402764.01
F00371,2025,1026560.62,214649.69,338282.45,1265401.64
F00372,2021,255195.25,21673.56,233917.58,230004.25
F00372,2022,260463.0,49101.6,35625.73,266313.48
F00372,2023,320785.39,46237.02,146899.29,266344.68
F00372,2024,250509.1,49683.06,233242.4,240645.09
F00372,2025,444300.49,40406.14,394197.44,238175.99
F00373,2021,6253449.29,1727506.46,881367.12,3513232.97
F00373,2022,6212166.13,984049.63,1158887.43,2485945.8
F00373,2023,4771543.67,1068613.75,2836600.82,2740607.33
F00373,2024,4719809.12,764025.73,2931676.48,2124254.1
F00373,2025,6931772.62,455120.62,3693506.95,2024677.62
F00374,2021,982209.5,209089.72,342669.05,657450.89
F00374,2022,907661.56,71631.67,553428.62,493747.22
F00374,2023,684298.59,52439.28,485854.01,478345.35
F00374,2024,651884.04,55705.81,578159.04,506012.73
F00374,2025,993215.65,43384.39,325961.99,469712.43
F00375,2021,162162.26,46362.23,81335.19,113773.26
F00375,2022,204229.15,39961.04,169419.53,110811.93
F00375,2023,250509.07,47140.19,78805.43,128517.35
F00375,2024,258623.2,52327.99,160109.8,137222.58
F00375,2025,194007.29,25858.02,129710.96,106431.48
F00376,2021,45703.27,13178.02,30069.73,29022.04
F00376,2022,50185.89,7427.74,15662.64,21558.23
F00376,2023,58308.93,15025.12,23114.44,25394.74
F00376,2024,52984.22,8716.5,40847.75,21809.95
F00376,2025,87696.84,20067.32,18737.9,36987.99
F00377,2021,155632.93,39005.17,126099.58,80470.06
F00377,2022,161739.09,39500.78,88411.8,99088.28
F00377,2023,122170.07,33866.61,66225.17,76257.02
F00377,2024,163078.17,21945.44,61496.79,79435.4
F00377,2025,88651.8,3832.4,33466.98,65208.18
F00378,2021,1531739.72,332778.11,267000.94,1227464.51
F00378,2022,1664062.11,331943.3,1472585.49,1178821.61
F00378,2023,2180668.12,380994.99,802155.24,1191084.02
F00378,2024,2304610.69,476063.71,1729230.08,1488076.46
F00378,2025,1684126.56,444562.75,593510.18,1301252.83
F00379,2021,365803.4,10784.1,145806.3,232374.47
F00379,2022,418673.01,64310.96,290242.62,285797.73
F00379,2023,493307.98,108049.22,175162.44,311967.36
F00379,2024,620468.72,101621.39,162698.85,319601.22
F00379,2025,912166.21,237729.84,359312.09,388374.93
F00380,2021,212901.75,60621.44,101581.45,134359.85
F00380,2022,191358.74,32498.76,45370.19,120671.75
F00380,2023,223911.08,6126.54,144960.93,108084.88
F00380,2024,205421.64,38266.5,45790.56,120831.06
F00380,2025,151163.35,23269.19,96646.12,121650.41
F00381,2021,957793.58,162184.43,263303.42,434175.83
F00381,2022,903497.58,183177.68,244891.29,367732.15
F00381,2023,1151552.75,247454.22,1015951.36,409866.11
F00381,2024,635403.86,157998.27,272895.54,352020.67
F00381,2025,1003842.76,233758.75,771269.94,485028.51
F00382,2021,428565.78,57754.73,168454.61,307965.74
F00382,2022,515045.68,112213.57,189315.27,319105.36
F00382,2023,505110.14,139297.13,180237.22,351018.13
F00382,2024,485652.78,131912.88,251244.6,392266.36
F00382,2025,554684.94,129627.41,181953.62,389906.92
F00383,2021,877299.57,225270.09,130011.87,502177.41
F00383,2022,749593.31,97897.42,365541.52,473265.74
F00383,2023,804274.77,146923.58,419007.01,483040.13
F00383,2024,475150.34,51983.47,413240.27,425229.86
F00383,2025,659448.05,189383.4,535671.81,574264.82
F00384,2021,485776.7,142474.62,221348.75,254840.84
F00384,2022,509021.34,45689.46,375493.6,203634.73
F00384,2023,429662.64,35030.11,66351.29,183579.93
F00384,2024,255009.34,11146.91,221024.51,166169.18
F00384,2025,408205.63,85299.02,152680.1,214670.84
F00385,2021,112662.23,33207.0,65326.16,116403.51
F00385,2022,120172.54,15862.56,80091.75,105057.53
F00385,2023,90600.33,1896.49,40491.26,100073.57
F00385,2024,141589.83,41165.7,74733.76,117436.69
F00385,2025,83355.26,20343.89,10857.71,111062.81
F00386,2021,1863570.98,337540.44,1467511.16,856482.59
F00386,2022,2101724.61,504108.92,1703646.17,963668.04
F00386,2023,3181734.98,208293.27,1526005.23,806354.83
F00386,2024,2860405.8,765552.13,1615212.02,1329444.9
F00386,2025,4911512.87,633630.66,2182778.04,830416.22
F00387,2021,80509.32,7976.48,57070.37,54922.29
F00387,2022,96861.39,16755.72,44086.19,64307.82
F00387,2023,105621.11,6835.62,81348.06,54806.3
F00387,2024,90207.98,23324.88,31731.93,69902.41
F00387,2025,222484.55,64156.53,80045.41,106504.26
F00388,2021,264298.26,9925.05,117100.28,184513.05
F00388,2022,299313.52,15682.78,109115.2,191338.81
F00388,2023,358535.89,13026.35,81563.61,187102.52
F00388,2024,315809.99,43619.99,133372.67,194232.58
F00388,2025,706619.57,137688.96,349709.27,259869.68
F00389,2021,210296.71,43521.69,142911.21,114259.71
F00389,2022,195868.7,8919.52,81990.33,103133.88
F00389,2023,135928.64,8081.69,39561.35,107167.07
F00389,2024,128507.46,21245.18,59935.27,106522.15
F00389,2025,159897.33,17854.22,110922.14,111114.0
F00390,2021,122826.29,23036.26,26292.87,50086.8
F00390,2022,144834.74,21938.33,84114.2,58849.95
F00390,2023,135084.96,25344.46,79084.47,50342.06
F00390,2024,220554.05,44956.44,138287.92,85841.29
F00390,2025,185221.73,44413.66,50592.71,56225.59
F00391,2021,265637.72,26607.63,92258.45,111686.75
F00391,2022,258104.24,53282.33,126869.51,120208.96
F00391,2023,325797.03,91076.14,40438.87,145752.26
F00391,2024,192455.12,17659.03,73661.64,101049.94
F00391,2025,220129.03,52510.57,74782.67,129151.35
F00392,2021,1471664.87,119350.3,173569.78,530789.18
F00392,2022,1474721.93,194390.07,331590.08,586963.9
F00392,2023,1580496.27,248343.18,884510.29,659401.48
F00392,2024,1386127.9,391140.33,200219.28,822203.71
F00392,2025,1926542.64,165737.17,1624159.63,606543.38
F00393,2021,574643.21,13767.11,331181.99,221555.85
F00393,2022,576622.91,36745.61,186929.75,227374.85
F00393,2023,656705.53,41465.62,306074.59,251049.0
F00393,2024,965098.83,50032.65,595282.09,254792.86
F00393,2025,619710.24,163655.92,352195.2,265594.63
F00394,2021,714351.44,40132.72,437479.22,377361.53
F00394,2022,655694.14,120837.08,224566.16,420186.97
F00394,2023,675855.04,167446.51,209073.56,455420.54
F00394,2024,541833.21,38222.96,410357.18,367651.93
F00394,2025,538481.66,14299.65,410312.72,353643.81
F00395,2021,304996.68,64436.44,161427.47,249913.82
F00395,2022,317963.74,66421.98,92145.11,255315.06
F00395,2023,250399.86,17488.06,55040.52,212345.12
F00395,2024,250620.63,63247.29,132341.35,253427.93
F00395,2025,207777.94,51974.15,116614.32,241887.19
F00396,2021,4435526.09,1044402.98,469463.18,4560122.22
F00396,2022,4391574.45,443863.93,2676090.29,4158596.31
F00396,2023,4449264.42,616594.55,3510217.61,4324699.62
F00396,2024,2580528.25,315591.4,569335.2,4240855.92
F00396,2025,4290984.86,378593.04,2760882.97,4072839.02
F00397,2021,1415535.79,155340.06,1070015.37,764883.91
F00397,2022,1414472.66,74564.22,147325.24,724104.51
F00397,2023,1594661.28,178230.95,1431448.97,788119.75
F00397,2024,2595830.74,512165.71,1703964.05,901322.98
F00397,2025,1907982.4,106929.85,679233.16,728340.0
F00398,2021,254870.67,11833.07,148168.91,121682.55
F00398,2022,301542.18,78847.69,234708.73,151640.22
F00398,2023,232999.36,37399.8,146685.58,144553.1
F00398,2024,180232.06,39593.34,113272.83,151794.24
F00398,2025,353535.55,79741.09,178966.13,175326.18
F00399,2021,103700.93,20298.27,68309.17,104111.22
F00399,2022,124764.33,21219.24,72053.28,97687.11
F00399,2023,120103.62,33616.52,29052.14,103096.54
F00399,2024,138579.1,18175.69,112564.0,100343.13
F00399,2025,128045.33,31340.93,97772.5,98464.3
F00400,2021,1031684.87,106728.23,741418.44,572947.18
F00400,2022,1051914.92,103665.96,116003.54,583975.36
F00400,2023,736912.05,74582.59,214634.4,566020.55
F00400,2024,616878.95,96562.61,84228.87,615954.09
F00400,2025,482286.51,132503.82,318941.53,654627.67
F00401,2021,1034613.71,151167.08,135537.41,423726.9
F00401,2022,958128.47,121916.98,865335.7,382449.05
F00401,2023,1000697.97,171766.75,484289.0,451793.25
F00401,2024,1293006.05,65104.38,854091.78,363002.45
F00401,2025,737784.98,52827.46,218784.73,360017.12
F00402,2021,652787.01,63443.05,424133.89,328777.94
F00402,2022,700909.45,71483.36,621696.93,329299.38
F00402,2023,578588.09,142191.98,557025.56,420881.56
F00402,2024,924860.53,235614.08,432338.64,490393.18
F00402,2025,1388224.99,256945.85,1348982.73,403961.75
F00403,2021,14925460.61,1088701.04,12332002.29,8804109.22
F00403,2022,15940802.15,1685932.18,8779934.75,9508501.35
F00403,2023,19777301.28,1441544.09,16249307.23,9279730.91
F00403,2024,27149038.54,3681056.27,12958605.58,11701299.59
F00403,2025,30045175.68,1943928.26,15152600.01,9429078.97
F00404,2021,2769414.91,554524.99,807383.97,1400157.47
F00404,2022,2832543.69,519224.35,2265263.3,1580244.93
F00404,2023,3552270.43,920458.96,1570261.48,1733422.98
F00404,2024,3398887.95,824421.59,956649.02,1590183.11
F00404,2025,3049195.61,701722.5,2434683.12,1662550.25
F00405,2021,293948.38,77905.02,224257.24,353969.46
F00405,2022,285835.25,59370.37,123832.11,363255.11
F00405,2023,349129.11,6976.95,271571.31,314548.14
F00405,2024,237220.42,22602.48,230913.49,317507.87
F00405,2025,278018.03,66774.09,245551.63,358369.13
F00406,2021,1504927.98,423163.09,496753.61,647192.57
F00406,2022,1249122.93,314694.57,604793.22,741177.69
F00406,2023,1677847.27,237036.76,379531.14,558235.93
F00406,2024,1228727.74,105294.02,732480.05,548527.73
F00406,2025,619050.49,114380.28,334477.37,556202.14
F00407,2021,191071.36,28198.26,139330.22,249568.1
F00407,2022,190592.89,36248.7,70771.68,256338.85
F00407,2023,176029.98,34726.95,59327.54,260607.84
F00407,2024,156735.71,36596.02,121840.63,264544.44
F00407,2025,267668.87,36026.8,95264.57,267615.07
F00408,2021,2027550.72,251073.79,1566659.55,1472590.87
F00408,2022,2193247.05,47873.28,258719.09,1327851.4
F00408,2023,2998225.9,359967.15,1600086.66,1571046.45
F00408,2024,2261290.56,633326.25,723880.42,1641548.81
F00408,2025,2803850.85,531915.67,1449035.11,1534956.49
F00409,2021,1097807.14,215517.1,665435.54,957888.7
F00409,2022,1004049.96,50612.28,282459.55,895895.87
F00409,2023,1471271.96,142558.8,797030.48,968608.85
F00409,2024,1556454.17,145239.43,305324.43,890341.04
F00409,2025,783100.79,187326.38,208066.06,969509.01
F00410,2021,139729.96,37175.88,95505.83,87139.67
F00410,2022,161790.8,29994.84,122425.05,86722.39
F00410,2023,185786.72,52815.56,157810.82,93159.96
F00410,2024,139173.35,11194.44,73527.27,67000.92
F00410,2025,282612.79,48097.73,214858.07,103260.66
F00411,2021,49129.4,7222.39,8393.15,51063.1
F00411,2022,57122.79,1353.36,20348.49,46475.69
F00411,2023,53057.57,15630.51,22656.57,60618.72
F00411,2024,47345.07,7870.57,26422.98,49275.07
F00411,2025,54967.83,2463.65,18501.24,47757.53
F00412,2021,1698814.5,386049.52,365718.61,1580731.9
F00412,2022,2097226.04,369335.51,1635542.27,1800939.28
F00412,2023,1717113.86,83181.1,1235863.87,1510871.54
F00412,2024,2840376.76,741377.87,953658.46,1742687.58
F00412,2025,3677281.8,972040.37,3510616.96,1818648.67
F00413,2021,64313.09,13475.07,23513.48,36886.16
F00413,2022,79446.03,23163.38,48323.33,35760.41
F00413,2023,86557.18,7239.53,61457.36,29239.82
F00413,2024,62227.02,8479.42,45502.29,32819.19
F00413,2025,86696.9,20045.27,16910.92,42066.21
F00414,2021,798411.36,230068.57,767650.02,555204.32
F00414,2022,850544.26,137787.0,788945.73,416955.99
F00414,2023,1123300.7,320117.93,989209.21,583675.47
F00414,2024,1029876.92,94946.25,174598.12,397072.02
F00414,2025,1036354.81,121250.89,245825.95,424176.74
F00415,2021,111848.01,27237.88,30931.55,93968.08
F00415,2022,120115.46,10681.95,43642.64,81625.13
F00415,2023,124229.34,26242.96,93393.24,96840.24
F00415,2024,124559.9,14395.12,33277.48,86635.52
F00415,2025,122126.89,29570.91,114453.17,91963.27
F00416,2021,283099.92,40170.52,112472.98,149448.12
F00416,2022,288891.6,15167.52,192944.65,122185.76
F00416,2023,328875.91,85214.26,149483.46,183884.2
F00416,2024,494090.66,58933.25,441716.92,169373.02
F00416,2025,415085.19,102148.47,195534.44,202603.77
F00417,2021,2269695.97,245039.84,2184477.85,1281347.51
F00417,2022,2604696.22,543177.7,2268808.3,1410005.77
F00417,2023,2747620.72,84417.54,1809055.89,1181999.05
F00417,2024,3406623.11,630076.03,1908368.73,1698839.52
F00417,2025,2856799.14,129682.94,1868529.37,1219678.49
F00418,2021,249343.24,46596.71,97313.03,343535.09
F00418,2022,255347.31,62841.54,122000.18,340186.97
F00418,2023,332592.39,32892.9,171458.6,318333.11
F00418,2024,362614.65,43200.64,139559.3,325529.46
F00418,2025,196130.27,6095.72,129751.17,302021.3
F00419,2021,273351.61,46218.63,118697.72,252559.31
F00419,2022,303360.13,60869.06,101834.51,262209.07
F00419,2023,247200.16,59100.81,60502.59,240472.7
F00419,2024,148753.03,5414.55,66075.96,213073.58
F00419,2025,153396.07,32131.17,83041.75,236602.42
F00420,2021,663552.84,40328.32,257212.9,429641.56
F00420,2022,783256.99,129648.5,260469.37,536189.42
F00420,2023,1076130.46,242520.57,945953.48,579177.12
F00420,2024,709876.13,138480.94,92449.37,456841.06
F00420,2025,878507.92,137370.86,384288.74,462327.27
F00421,2021,981964.78,247212.53,577168.29,608307.92
F00421,2022,948078.58,46865.43,413112.18,554967.7
F00421,2023,742447.79,96887.95,630428.93,575281.95
F00421,2024,888208.92,120188.64,155053.68,642443.97
F00421,2025,941014.47,251978.3,346464.41,667969.68
F00422,2021,558535.96,116913.24,199772.01,421116.21
F00422,2022,582414.83,172441.69,228555.95,407701.97
F00422,2023,835341.0,138822.21,240294.42,459416.24
F00422,2024,600182.85,51827.73,371897.6,354701.36
F00422,2025,737584.76,41107.74,354089.3,345517.06
F00423,2021,361808.72,93499.68,59432.98,269474.46
F00423,2022,353850.43,86144.94,70867.22,240468.34
F00423,2023,317181.74,52520.31,87242.26,249521.69
F00423,2024,263515.09,67787.83,254896.94,247566.56
F00423,2025,229802.76,9542.34,70701.84,215030.87
F00424,2021,312278.93,11637.22,174687.24,283561.68
F00424,2022,387949.68,73958.23,266230.76,334022.36
F00424,2023,452053.23,92110.29,384724.6,342251.74
F00424,2024,323790.76,91087.03,223604.62,360044.73
F00424,2025,642067.25,142732.03,180243.15,377837.22
F00425,2021,1562226.29,344041.01,625439.07,1363490.51
F00425,2022,1572729.13,174854.84,1141611.57,1307316.63
F00425,2023,1199954.62,58659.64,677915.59,1228839.98
F00425,2024,2424170.32,409691.82,2019558.07,1401149.55
F00425,2025,1254745.58,350555.24,579020.37,1447617.78
F00426,2021,187736.02,9213.86,100353.96,58454.55
F00426,2022,217774.34,30321.02,153924.86,77687.12
F00426,2023,160233.05,40482.53,52716.64,74827.55
F00426,2024,290994.76,38554.76,48508.9,76631.08
F00426,2025,248335.62,57012.69,32747.3,86894.52
F00427,2021,220453.64,35247.74,105199.52,134167.92
F00427,2022,238679.89,52509.58,24356.4,126417.91
F00427,2023,247136.51,29814.46,66757.95,119324.1
F00427,2024,371621.48,43669.24,54902.8,144517.3
F00427,2025,437770.02,82660.47,388103.18,133178.52
F00428,2021,665477.15,169499.27,456076.34,391515.83
F00428,2022,736957.87,80271.52,663687.51,330633.34
F00428,2023,547644.99,104298.43,455901.84,339763.53
F00428,2024,875017.66,244828.06,767248.14,443831.36
F00428,2025,587424.68,7477.16,505021.6,299994.6
F00429,2021,412060.42,29086.7,278860.71,197691.92
F00429,2022,498609.66,48168.48,223751.47,211350.6
F00429,2023,500128.17,61123.95,259567.5,229848.66
F00429,2024,749372.55,99626.27,262624.57,263124.39
F00429,2025,472659.1,22720.59,294174.55,182895.89
F00430,2021,1152419.34,233525.22,1081391.7,549004.25
F00430,2022,1302107.06,271249.52,233373.44,544122.83
F00430,2023,1151848.43,103932.04,664468.36,415918.56
F00430,2024,723476.03,116502.04,153547.22,466036.14
F00430,2025,1888077.68,126460.19,461440.15,406884.68
F00431,2021,4074566.97,202385.27,913770.8,1957313.41
F00431,2022,4099744.96,265527.73,2335036.16,1961300.38
F00431,2023,5298388.18,299300.8,3230311.48,2023163.62
F00431,2024,4141555.48,237402.72,3704052.56,1936720.63
F00431,2025,10013039.24,2387435.07,7644219.47,2754311.96
F00432,2021,1307255.41,136162.33,503657.97,729748.93
F00432,2022,1234853.06,145861.38,1057427.89,730835.06
F00432,2023,1755134.87,230014.96,883074.15,737472.61
F00432,2024,1602247.2,153863.89,1185284.95,697692.85
F00432,2025,2407154.87,346708.65,462443.03,906787.56
F00433,2021,1576839.72,247362.19,314140.76,643660.35
F00433,2022,1359622.96,108483.28,349405.11,545565.44
F00433,2023,1282471.44,303539.59,819706.68,727287.17
F00433,2024,1067557.19,103726.66,404866.45,564871.29
F00433,2025,931679.81,94644.42,373582.84,570809.41
F00434,2021,100421.25,14590.98,44928.06,57841.78
F00434,2022,97409.5,21716.93,43185.47,58779.66
F00434,2023,103605.32,28469.67,84197.11,77236.49
F00434,2024,124416.6,5677.93,109129.05,56635.81
F00434,2025,44623.33,7918.37,7181.01,56803.92
F00435,2021,329013.64,74784.69,186172.46,194265.64
F00435,2022,386191.9,58359.83,321041.15,201633.41
F00435,2023,360383.49,73290.88,253068.51,204595.32
F00435,2024,567291.58,12328.99,209641.49,155662.49
F00435,2025,949890.07,99971.52,587928.96,188337.72
F00436,2021,218440.76,35121.15,179494.9,162179.42
F00436,2022,205912.92,53492.58,141719.27,201398.24
F00436,2023,282061.36,27494.15,33062.74,163934.46
F00436,2024,312874.01,36650.16,83750.45,171970.12
F00436,2025,139859.16,21562.87,114799.58,156060.57
F00437,2021,3413851.12,927787.5,2229983.6,1833988.6
F00437,2022,3739346.88,956748.01,1823837.64,1800317.48
F00437,2023,3911731.97,749471.42,1073017.86,1994822.98
F00437,2024,4250158.85,682274.87,1884467.2,1895741.81
F00437,2025,3783358.52,397219.69,1334264.66,1770050.7
F00438,2021,1002669.08,39390.27,764731.81,762711.81
F00438,2022,871012.79,94023.97,247558.35,820426.37
F00438,2023,1056528.2,149903.56,406960.15,829816.92
F00438,2024,1306372.09,186370.12,800819.56,846074.16
F00438,2025,1375274.69,66183.0,193695.01,753351.11
F00439,2021,1507147.87,376777.75,841152.82,773182.55
F00439,2022,1538182.15,48610.95,1086901.22,610157.13
F00439,2023,1235653.83,258258.46,228581.6,821057.14
F00439,2024,1861162.68,548325.56,894109.73,834135.66
F00439,2025,1697565.5,424350.37,246969.28,791792.97
F00440,2021,668642.92,146050.48,371995.76,469565.41
F00440,2022,772360.35,199855.17,250059.0,517884.27
F00440,2023,803428.05,26606.27,289015.09,431680.44
F00440,2024,682886.95,129918.36,167739.49,469963.75
F00440,2025,1450515.76,413775.8,969902.01,601265.11
