payment_id,loan_id,taksit_no,vade_tarihi,tutar_tl,odeme_durumu,gecikme_gun
P0040136,L001336,6,2023-06-09,534.34,Zamanında Ödendi,0
P0040137,L001336,7,2023-07-09,534.34,Zamanında Ödendi,0
P0040138,L001336,8,2023-08-08,534.34,Gecikmeli Ödendi,2
P0040139,L001336,9,2023-09-07,534.34,Zamanında Ödendi,0
P0040140,L001336,10,2023-10-07,534.34,Zamanında Ödendi,0
P0040141,L001336,11,2023-11-06,534.34,Zamanında Ödendi,0
P0040142,L001336,12,2023-12-06,534.34,Zamanında Ödendi,0
P0040143,L001336,13,2024-01-05,534.34,Zamanında Ödendi,0
P0040144,L001336,14,2024-02-04,534.34,Zamanında Ödendi,0
P0040145,L001336,15,2024-03-05,534.34,Zamanında Ödendi,0
P0040146,L001336,16,2024-04-04,534.34,Zamanında Ödendi,0
P0040147,L001336,17,2024-05-04,534.34,Zamanında Ödendi,0
P0040148,L001336,18,2024-06-03,534.34,Zamanında Ödendi,0
P0040149,L001336,19,2024-07-03,534.34,Zamanında Ödendi,0
P0040150,L001336,20,2024-08-02,534.34,Zamanında Ödendi,0
P0040151,L001336,21,2024-09-01,534.34,Zamanında Ödendi,0
P0040152,L001336,22,2024-10-01,534.34,Zamanında Ödendi,0
P0040153,L001336,23,2024-10-31,534.34,Zamanında Ödendi,0
P0040154,L001336,24,2024-11-30,534.34,Zamanında Ödendi,0
P0040155,L001336,25,2024-12-30,534.34,Zamanında Ödendi,0
P0040156,L001336,26,2025-01-29,534.34,Zamanında Ödendi,0
P0040157,L001336,27,2025-02-28,534.34,Zamanında Ödendi,0
P0040158,L001336,28,2025-03-30,534.34,Zamanında Ödendi,0
P0040159,L001336,29,2025-04-29,534.34,Zamanında Ödendi,0
P0040160,L001336,30,2025-05-29,534.34,Zamanında Ödendi,0
P0040161,L001336,31,2025-06-28,534.34,Zamanında Ödendi,0
P0040162,L001336,32,2025-07-28,534.34,Zamanında Ödendi,0
P0040163,L001336,33,2025-08-27,534.34,Zamanında Ödendi,0
P0040164,L001336,34,2025-09-26,534.34,Zamanında Ödendi,0
P0040165,L001336,35,2025-10-26,534.34,Zamanında Ödendi,0
P0040166,L001336,36,2025-11-25,534.34,Zamanında Ödendi,0
P0040167,L001336,37,2025-12-25,534.34,Zamanında Ödendi,0
P0040168,L001336,38,2026-01-24,534.34,Zamanında Ödendi,0
P0040169,L001336,39,2026-02-23,534.34,Zamanında Ödendi,0
P0040170,L001336,40,2026-03-25,534.34,Zamanında Ödendi,0
P0040171,L001336,41,2026-04-24,534.34,Zamanında Ödendi,0
P0040172,L001336,42,2026-05-24,534.34,Zamanında Ödendi,0
P0040173,L001336,43,2026-06-23,534.34,Zamanında Ödendi,0
P0040174,L001336,44,2026-07-23,534.34,Zamanında Ödendi,0
P0040175,L001336,45,2026-08-22,534.34,Zamanında Ödendi,0
P0040176,L001337,1,2025-10-06,1882.17,Zamanında Ödendi,0
P0040177,L001337,2,2025-11-05,1882.17,Zamanında Ödendi,0
P0040178,L001337,3,2025-12-05,1882.17,Zamanında Ödendi,0
P0040179,L001337,4,2026-01-04,1882.17,Zamanında Ödendi,0
P0040180,L001337,5,2026-02-03,1882.17,Zamanında Ödendi,0
P0040181,L001337,6,2026-03-05,1882.17,Zamanında Ödendi,0
P0040182,L001337,7,2026-04-04,1882.17,Zamanında Ödendi,0
P0040183,L001337,8,2026-05-04,1882.17,Zamanında Ödendi,0
P0040184,L001337,9,2026-06-03,1882.17,Zamanında Ödendi,0
P0040185,L001337,10,2026-07-03,1882.17,Zamanında Ödendi,0
P0040186,L001337,11,2026-08-02,1882.17,Zamanında Ödendi,0
P0040187,L001338,1,2023-01-14,465.03,Zamanında Ödendi,0
P0040188,L001338,2,2023-02-13,465.03,Zamanında Ödendi,0
P0040189,L001338,3,2023-03-15,465.03,Zamanında Ödendi,0
P0040190,L001338,4,2023-04-14,465.03,Zamanında Ödendi,0
P0040191,L001338,5,2023-05-14,465.03,Zamanında Ödendi,0
P0040192,L001338,6,2023-06-13,465.03,Zamanında Ödendi,0
P0040193,L001339,1,2019-09-08,1015.69,Zamanında Ödendi,0
P0040194,L001339,2,2019-10-08,1015.69,Zamanında Ödendi,0
P0040195,L001339,3,2019-11-07,1015.69,Zamanında Ödendi,0
P0040196,L001339,4,2019-12-07,1015.69,Zamanında Ödendi,0
P0040197,L001339,5,2020-01-06,1015.69,Zamanında Ödendi,0
P0040198,L001339,6,2020-02-05,1015.69,Zamanında Ödendi,0
P0040199,L001339,7,2020-03-06,1015.69,Zamanında Ödendi,0
P0040200,L001339,8,2020-04-05,1015.69,Zamanında Ödendi,0
P0040201,L001339,9,2020-05-05,1015.69,Zamanında Ödendi,0
P0040202,L001339,10,2020-06-04,1015.69,Zamanında Ödendi,0
P0040203,L001339,11,2020-07-04,1015.69,Zamanında Ödendi,0
P0040204,L001339,12,2020-08-03,1015.69,Zamanında Ödendi,0
P0040205,L001339,13,2020-09-02,1015.69,Zamanında Ödendi,0
P0040206,L001339,14,2020-10-02,1015.69,Zamanında Ödendi,0
P0040207,L001339,15,2020-11-01,1015.69,Zamanında Ödendi,0
P0040208,L001339,16,2020-12-01,1015.69,Zamanında Ödendi,0
P0040209,L001339,17,2020-12-31,1015.69,Zamanında Ödendi,0
P0040210,L001339,18,2021-01-30,1015.69,Zamanında Ödendi,0
P0040211,L001339,19,2021-03-01,1015.69,Zamanında Ödendi,0
P0040212,L001339,20,2021-03-31,1015.69,Zamanında Ödendi,0
P0040213,L001339,21,2021-04-30,1015.69,Zamanında Ödendi,0
P0040214,L001339,22,2021-05-30,1015.69,Zamanında Ödendi,0
P0040215,L001339,23,2021-06-29,1015.69,Zamanında Ödendi,0
P0040216,L001339,24,2021-07-29,1015.69,Zamanında Ödendi,0
P0040217,L001339,25,2021-08-28,1015.69,Zamanında Ödendi,0
P0040218,L001339,26,2021-09-27,1015.69,Zamanında Ödendi,0
P0040219,L001339,27,2021-10-27,1015.69,Gecikmeli Ödendi,31
P0040220,L001339,28,2021-11-26,1015.69,Zamanında Ödendi,0
P0040221,L001339,29,2021-12-26,1015.69,Zamanında Ödendi,0
P0040222,L001339,30,2022-01-25,1015.69,Zamanında Ödendi,0
P0040223,L001339,31,2022-02-24,1015.69,Zamanında Ödendi,0
P0040224,L001339,32,2022-03-26,1015.69,Zamanında Ödendi,0
P0040225,L001339,33,2022-04-25,1015.69,Zamanında Ödendi,0
P0040226,L001339,34,2022-05-25,1015.69,Zamanında Ödendi,0
P0040227,L001339,35,2022-06-24,1015.69,Zamanında Ödendi,0
P0040228,L001339,36,2022-07-24,1015.69,Zamanında Ödendi,0
P0040229,L001339,37,2022-08-23,1015.69,Zamanında Ödendi,0
P0040230,L001339,38,2022-09-22,1015.69,Zamanında Ödendi,0
P0040231,L001339,39,2022-10-22,1015.69,Zamanında Ödendi,0
P0040232,L001339,40,2022-11-21,1015.69,Zamanında Ödendi,0
P0040233,L001339,41,2022-12-21,1015.69,Zamanında Ödendi,0
P0040234,L001339,42,2023-01-20,1015.69,Zamanında Ödendi,0
P0040235,L001339,43,2023-02-19,1015.69,Zamanında Ödendi,0
P0040236,L001339,44,2023-03-21,1015.69,Zamanında Ödendi,0
P0040237,L001339,45,2023-04-20,1015.69,Zamanında Ödendi,0
P0040238,L001339,46,2023-05-20,1015.69,Zamanında Ödendi,0
P0040239,L001339,47,2023-06-19,1015.69,Gecikmeli Ödendi,24
P0040240,L001339,48,2023-07-19,1015.69,Zamanında Ödendi,0
P0040241,L001339,49,2023-08-18,1015.69,Zamanında Ödendi,0
P0040242,L001339,50,2023-09-17,1015.69,Zamanında Ödendi,0
P0040243,L001339,51,2023-10-17,1015.69,Zamanında Ödendi,0
P0040244,L001339,52,2023-11-16,1015.69,Zamanında Ödendi,0
P0040245,L001339,53,2023-12-16,1015.69,Zamanında Ödendi,0
P0040246,L001339,54,2024-01-15,1015.69,Zamanında Ödendi,0
P0040247,L001339,55,2024-02-14,1015.69,Zamanında Ödendi,0
P0040248,L001339,56,2024-03-15,1015.69,Zamanında Ödendi,0
P0040249,L001339,57,2024-04-14,1015.69,Zamanında Ödendi,0
P0040250,L001339,58,2024-05-14,1015.69,Zamanında Ödendi,0
P0040251,L001339,59,2024-06-13,1015.69,Zamanında Ödendi,0
P0040252,L001339,60,2024-07-13,1015.69,Zamanında Ödendi,0
P0040253,L001339,61,2024-08-12,1015.69,Zamanında Ödendi,0
P0040254,L001339,62,2024-09-11,1015.69,Zamanında Ödendi,0
P0040255,L001339,63,2024-10-11,1015.69,Zamanında Ödendi,0
P0040256,L001339,64,2024-11-10,1015.69,Zamanında Ödendi,0
P0040257,L001339,65,2024-12-10,1015.69,Zamanında Ödendi,0
P0040258,L001339,66,2025-01-09,1015.69,Zamanında Ödendi,0
P0040259,L001339,67,2025-02-08,1015.69,Zamanında Ödendi,0
P0040260,L001339,68,2025-03-10,1015.69,Zamanında Ödendi,0
P0040261,L001339,69,2025-04-09,1015.69,Zamanında Ödendi,0
P0040262,L001339,70,2025-05-09,1015.69,Gecikmeli Ödendi,5
P0040263,L001339,71,2025-06-08,1015.69,Zamanında Ödendi,0
P0040264,L001339,72,2025-07-08,1015.69,Zamanında Ödendi,0
P0040265,L001339,73,2025-08-07,1015.69,Zamanında Ödendi,0
P0040266,L001339,74,2025-09-06,1015.69,Zamanında Ödendi,0
P0040267,L001339,75,2025-10-06,1015.69,Zamanında Ödendi,0
P0040268,L001339,76,2025-11-05,1015.69,Zamanında Ödendi,0
P0040269,L001339,77,2025-12-05,1015.69,Zamanında Ödendi,0
P0040270,L001339,78,2026-01-04,1015.69,Zamanında Ödendi,0
P0040271,L001339,79,2026-02-03,1015.69,Zamanında Ödendi,0
P0040272,L001339,80,2026-03-05,1015.69,Zamanında Ödendi,0
P0040273,L001339,81,2026-04-04,1015.69,Zamanında Ödendi,0
P0040274,L001339,82,2026-05-04,1015.69,Zamanında Ödendi,0
P0040275,L001339,83,2026-06-03,1015.69,Zamanında Ödendi,0
P0040276,L001339,84,2026-07-03,1015.69,Zamanında Ödendi,0
P0040277,L001340,1,2025-07-26,2725.54,Zamanında Ödendi,0
P0040278,L001340,2,2025-08-25,2725.54,Zamanında Ödendi,0
P0040279,L001340,3,2025-09-24,2725.54,Zamanında Ödendi,0
P0040280,L001340,4,2025-10-24,2725.54,Zamanında Ödendi,0
P0040281,L001340,5,2025-11-23,2725.54,Zamanında Ödendi,0
P0040282,L001340,6,2025-12-23,2725.54,Zamanında Ödendi,0
P0040283,L001340,7,2026-01-22,2725.54,Zamanında Ödendi,0
P0040284,L001340,8,2026-02-21,2725.54,Zamanında Ödendi,0
P0040285,L001340,9,2026-03-23,2725.54,Zamanında Ödendi,0
P0040286,L001340,10,2026-04-22,2725.54,Gecikmeli Ödendi,0
P0040287,L001340,11,2026-05-22,2725.54,Zamanında Ödendi,0
P0040288,L001340,12,2026-06-21,2725.54,Zamanında Ödendi,0
P0040289,L001340,13,2026-07-21,2725.54,Zamanında Ödendi,0
P0040290,L001340,14,2026-08-20,2725.54,Zamanında Ödendi,0
P0040291,L001341,1,2025-01-18,9460.17,Zamanında Ödendi,0
P0040292,L001341,2,2025-02-17,9460.17,Zamanında Ödendi,0
P0040293,L001341,3,2025-03-19,9460.17,Zamanında Ödendi,0
P0040294,L001341,4,2025-04-18,9460.17,Zamanında Ödendi,0
P0040295,L001341,5,2025-05-18,9460.17,Zamanında Ödendi,0
P0040296,L001341,6,2025-06-17,9460.17,Zamanında Ödendi,0
P0040297,L001341,7,2025-07-17,9460.17,Zamanında Ödendi,0
P0040298,L001341,8,2025-08-16,9460.17,Zamanında Ödendi,0
P0040299,L001341,9,2025-09-15,9460.17,Zamanında Ödendi,0
P0040300,L001341,10,2025-10-15,9460.17,Gecikmeli Ödendi,1
P0040301,L001341,11,2025-11-14,9460.17,Zamanında Ödendi,0
P0040302,L001341,12,2025-12-14,9460.17,Zamanında Ödendi,0
P0040303,L001341,13,2026-01-13,9460.17,Zamanında Ödendi,0
P0040304,L001341,14,2026-02-12,9460.17,Zamanında Ödendi,0
P0040305,L001341,15,2026-03-14,9460.17,Zamanında Ödendi,0
P0040306,L001341,16,2026-04-13,9460.17,Zamanında Ödendi,0
P0040307,L001341,17,2026-05-13,9460.17,Zamanında Ödendi,0
P0040308,L001341,18,2026-06-12,9460.17,Zamanında Ödendi,0
P0040309,L001341,19,2026-07-12,9460.17,Zamanında Ödendi,0
P0040310,L001341,20,2026-08-11,9460.17,Zamanında Ödendi,0
P0040311,L001342,1,2023-06-08,512.49,Zamanında Ödendi,0
P0040312,L001342,2,2023-07-08,512.49,Zamanında Ödendi,0
P0040313,L001342,3,2023-08-07,512.49,Zamanında Ödendi,0
P0040314,L001342,4,2023-09-06,512.49,Zamanında Ödendi,0
P0040315,L001342,5,2023-10-06,512.49,Zamanında Ödendi,0
P0040316,L001342,6,2023-11-05,512.49,Zamanında Ödendi,0
P0040317,L001342,7,2023-12-05,512.49,Zamanında Ödendi,0
P0040318,L001342,8,2024-01-04,512.49,Zamanında Ödendi,0
P0040319,L001342,9,2024-02-03,512.49,Zamanında Ödendi,0
P0040320,L001342,10,2024-03-04,512.49,Zamanında Ödendi,0
P0040321,L001342,11,2024-04-03,512.49,Zamanında Ödendi,0
P0040322,L001342,12,2024-05-03,512.49,Zamanında Ödendi,0
P0040323,L001342,13,2024-06-02,512.49,Zamanında Ödendi,0
P0040324,L001342,14,2024-07-02,512.49,Zamanında Ödendi,0
P0040325,L001342,15,2024-08-01,512.49,Zamanında Ödendi,0
P0040326,L001342,16,2024-08-31,512.49,Zamanında Ödendi,0
P0040327,L001342,17,2024-09-30,512.49,Zamanında Ödendi,0
P0040328,L001342,18,2024-10-30,512.49,Zamanında Ödendi,0
P0040329,L001342,19,2024-11-29,512.49,Zamanında Ödendi,0
P0040330,L001342,20,2024-12-29,512.49,Zamanında Ödendi,0
P0040331,L001342,21,2025-01-28,512.49,Zamanında Ödendi,0
P0040332,L001342,22,2025-02-27,512.49,Zamanında Ödendi,0
P0040333,L001342,23,2025-03-29,512.49,Zamanında Ödendi,0
P0040334,L001342,24,2025-04-28,512.49,Zamanında Ödendi,0
P0040335,L001342,25,2025-05-28,512.49,Zamanında Ödendi,0
P0040336,L001342,26,2025-06-27,512.49,Zamanında Ödendi,0
P0040337,L001342,27,2025-07-27,512.49,Zamanında Ödendi,0
P0040338,L001342,28,2025-08-26,512.49,Zamanında Ödendi,0
P0040339,L001342,29,2025-09-25,512.49,Zamanında Ödendi,0
P0040340,L001342,30,2025-10-25,512.49,Zamanında Ödendi,0
P0040341,L001342,31,2025-11-24,512.49,Zamanında Ödendi,0
P0040342,L001342,32,2025-12-24,512.49,Zamanında Ödendi,0
P0040343,L001342,33,2026-01-23,512.49,Zamanında Ödendi,0
P0040344,L001342,34,2026-02-22,512.49,Zamanında Ödendi,0
P0040345,L001342,35,2026-03-24,512.49,Gecikmeli Ödendi,1
P0040346,L001342,36,2026-04-23,512.49,Zamanında Ödendi,0
P0040347,L001342,37,2026-05-23,512.49,Zamanında Ödendi,0
P0040348,L001342,38,2026-06-22,512.49,Zamanında Ödendi,0
P0040349,L001342,39,2026-07-22,512.49,Gecikmeli Ödendi,33
P0040350,L001342,40,2026-08-21,512.49,Zamanında Ödendi,0
P0040351,L001343,1,2020-03-07,9305.35,Zamanında Ödendi,0
P0040352,L001343,2,2020-04-06,9305.35,Zamanında Ödendi,0
P0040353,L001343,3,2020-05-06,9305.35,Zamanında Ödendi,0
P0040354,L001343,4,2020-06-05,9305.35,Zamanında Ödendi,0
P0040355,L001343,5,2020-07-05,9305.35,Zamanında Ödendi,0
P0040356,L001343,6,2020-08-04,9305.35,Zamanında Ödendi,0
P0040357,L001344,1,2025-01-10,4455.06,Zamanında Ödendi,0
P0040358,L001344,2,2025-02-09,4455.06,Zamanında Ödendi,0
P0040359,L001344,3,2025-03-11,4455.06,Zamanında Ödendi,0
P0040360,L001344,4,2025-04-10,4455.06,Zamanında Ödendi,0
P0040361,L001344,5,2025-05-10,4455.06,Gecikmeli Ödendi,7
P0040362,L001344,6,2025-06-09,4455.06,Zamanında Ödendi,0
P0040363,L001344,7,2025-07-09,4455.06,Zamanında Ödendi,0
P0040364,L001344,8,2025-08-08,4455.06,Zamanında Ödendi,0
P0040365,L001344,9,2025-09-07,4455.06,Zamanında Ödendi,0
P0040366,L001344,10,2025-10-07,4455.06,Zamanında Ödendi,0
P0040367,L001344,11,2025-11-06,4455.06,Zamanında Ödendi,0
P0040368,L001344,12,2025-12-06,4455.06,Gecikmeli Ödendi,0
P0040369,L001344,13,2026-01-05,4455.06,Zamanında Ödendi,0
P0040370,L001344,14,2026-02-04,4455.06,Zamanında Ödendi,0
P0040371,L001344,15,2026-03-06,4455.06,Zamanında Ödendi,0
P0040372,L001344,16,2026-04-05,4455.06,Zamanında Ödendi,0
P0040373,L001344,17,2026-05-05,4455.06,Zamanında Ödendi,0
P0040374,L001344,18,2026-06-04,4455.06,Zamanında Ödendi,0
P0040375,L001344,19,2026-07-04,4455.06,Zamanında Ödendi,0
P0040376,L001344,20,2026-08-03,4455.06,Zamanında Ödendi,0
P0040377,L001345,1,2019-06-11,838.78,Zamanında Ödendi,0
P0040378,L001345,2,2019-07-11,838.78,Zamanında Ödendi,0
P0040379,L001345,3,2019-08-10,838.78,Zamanında Ödendi,0
P0040380,L001345,4,2019-09-09,838.78,Zamanında Ödendi,0
P0040381,L001345,5,2019-10-09,838.78,Zamanında Ödendi,0
P0040382,L001345,6,2019-11-08,838.78,Zamanında Ödendi,0
P0040383,L001345,7,2019-12-08,838.78,Zamanında Ödendi,0
P0040384,L001345,8,2020-01-07,838.78,Zamanında Ödendi,0
P0040385,L001345,9,2020-02-06,838.78,Zamanında Ödendi,0
P0040386,L001345,10,2020-03-07,838.78,Zamanında Ödendi,0
P0040387,L001345,11,2020-04-06,838.78,Zamanında Ödendi,0
P0040388,L001345,12,2020-05-06,838.78,Zamanında Ödendi,0
P0040389,L001345,13,2020-06-05,838.78,Zamanında Ödendi,0
P0040390,L001345,14,2020-07-05,838.78,Zamanında Ödendi,0
P0040391,L001345,15,2020-08-04,838.78,Zamanında Ödendi,0
P0040392,L001345,16,2020-09-03,838.78,Zamanında Ödendi,0
P0040393,L001345,17,2020-10-03,838.78,Zamanında Ödendi,0
P0040394,L001345,18,2020-11-02,838.78,Zamanında Ödendi,0
P0040395,L001345,19,2020-12-02,838.78,Zamanında Ödendi,0
P0040396,L001345,20,2021-01-01,838.78,Zamanında Ödendi,0
P0040397,L001345,21,2021-01-31,838.78,Zamanında Ödendi,0
P0040398,L001345,22,2021-03-02,838.78,Zamanında Ödendi,0
P0040399,L001345,23,2021-04-01,838.78,Zamanında Ödendi,0
P0040400,L001345,24,2021-05-01,838.78,Zamanında Ödendi,0
P0040401,L001345,25,2021-05-31,838.78,Zamanında Ödendi,0
P0040402,L001345,26,2021-06-30,838.78,Zamanında Ödendi,0
P0040403,L001345,27,2021-07-30,838.78,Zamanında Ödendi,0
P0040404,L001345,28,2021-08-29,838.78,Zamanında Ödendi,0
P0040405,L001345,29,2021-09-28,838.78,Zamanında Ödendi,0
P0040406,L001345,30,2021-10-28,838.78,Zamanında Ödendi,0
P0040407,L001345,31,2021-11-27,838.78,Zamanında Ödendi,0
P0040408,L001345,32,2021-12-27,838.78,Zamanında Ödendi,0
P0040409,L001345,33,2022-01-26,838.78,Zamanında Ödendi,0
P0040410,L001345,34,2022-02-25,838.78,Zamanında Ödendi,0
P0040411,L001345,35,2022-03-27,838.78,Zamanında Ödendi,0
P0040412,L001345,36,2022-04-26,838.78,Zamanında Ödendi,0
P0040413,L001346,1,2020-03-28,1224.14,Zamanında Ödendi,0
P0040414,L001346,2,2020-04-27,1224.14,Zamanında Ödendi,0
P0040415,L001346,3,2020-05-27,1224.14,Zamanında Ödendi,0
P0040416,L001346,4,2020-06-26,1224.14,Zamanında Ödendi,0
P0040417,L001346,5,2020-07-26,1224.14,Gecikmeli Ödendi,12
P0040418,L001346,6,2020-08-25,1224.14,Zamanında Ödendi,0
P0040419,L001346,7,2020-09-24,1224.14,Zamanında Ödendi,0
P0040420,L001346,8,2020-10-24,1224.14,Zamanında Ödendi,0
P0040421,L001346,9,2020-11-23,1224.14,Zamanında Ödendi,0
P0040422,L001346,10,2020-12-23,1224.14,Zamanında Ödendi,0
P0040423,L001346,11,2021-01-22,1224.14,Zamanında Ödendi,0
P0040424,L001346,12,2021-02-21,1224.14,Zamanında Ödendi,0
P0040425,L001346,13,2021-03-23,1224.14,Zamanında Ödendi,0
P0040426,L001346,14,2021-04-22,1224.14,Zamanında Ödendi,0
P0040427,L001346,15,2021-05-22,1224.14,Zamanında Ödendi,0
P0040428,L001346,16,2021-06-21,1224.14,Zamanında Ödendi,0
P0040429,L001346,17,2021-07-21,1224.14,Gecikmeli Ödendi,3
P0040430,L001346,18,2021-08-20,1224.14,Zamanında Ödendi,0
P0040431,L001346,19,2021-09-19,1224.14,Zamanında Ödendi,0
P0040432,L001346,20,2021-10-19,1224.14,Gecikmeli Ödendi,4
P0040433,L001346,21,2021-11-18,1224.14,Zamanında Ödendi,0
P0040434,L001346,22,2021-12-18,1224.14,Zamanında Ödendi,0
P0040435,L001346,23,2022-01-17,1224.14,Zamanında Ödendi,0
P0040436,L001346,24,2022-02-16,1224.14,Zamanında Ödendi,0
P0040437,L001346,25,2022-03-18,1224.14,Zamanında Ödendi,0
P0040438,L001346,26,2022-04-17,1224.14,Gecikmeli Ödendi,2
P0040439,L001346,27,2022-05-17,1224.14,Gecikmeli Ödendi,21
P0040440,L001346,28,2022-06-16,1224.14,Zamanında Ödendi,0
P0040441,L001346,29,2022-07-16,1224.14,Zamanında Ödendi,0
P0040442,L001346,30,2022-08-15,1224.14,Zamanında Ödendi,0
P0040443,L001346,31,2022-09-14,1224.14,Zamanında Ödendi,0
P0040444,L001346,32,2022-10-14,1224.14,Zamanında Ödendi,0
P0040445,L001346,33,2022-11-13,1224.14,Zamanında Ödendi,0
P0040446,L001346,34,2022-12-13,1224.14,Zamanında Ödendi,0
P0040447,L001346,35,2023-01-12,1224.14,Zamanında Ödendi,0
P0040448,L001346,36,2023-02-11,1224.14,Zamanında Ödendi,0
P0040449,L001346,37,2023-03-13,1224.14,Zamanında Ödendi,0
P0040450,L001346,38,2023-04-12,1224.14,Zamanında Ödendi,0
P0040451,L001346,39,2023-05-12,1224.14,Zamanında Ödendi,0
P0040452,L001346,40,2023-06-11,1224.14,Zamanında Ödendi,0
P0040453,L001346,41,2023-07-11,1224.14,Zamanında Ödendi,0
P0040454,L001346,42,2023-08-10,1224.14,Zamanında Ödendi,0
P0040455,L001346,43,2023-09-09,1224.14,Zamanında Ödendi,0
P0040456,L001346,44,2023-10-09,1224.14,Zamanında Ödendi,0
P0040457,L001346,45,2023-11-08,1224.14,Zamanında Ödendi,0
P0040458,L001346,46,2023-12-08,1224.14,Zamanında Ödendi,0
P0040459,L001346,47,2024-01-07,1224.14,Zamanında Ödendi,0
P0040460,L001346,48,2024-02-06,1224.14,Zamanında Ödendi,0
P0040461,L001346,49,2024-03-07,1224.14,Zamanında Ödendi,0
P0040462,L001346,50,2024-04-06,1224.14,Zamanında Ödendi,0
P0040463,L001346,51,2024-05-06,1224.14,Zamanında Ödendi,0
P0040464,L001346,52,2024-06-05,1224.14,Zamanında Ödendi,0
P0040465,L001346,53,2024-07-05,1224.14,Zamanında Ödendi,0
P0040466,L001346,54,2024-08-04,1224.14,Zamanında Ödendi,0
P0040467,L001346,55,2024-09-03,1224.14,Zamanında Ödendi,0
P0040468,L001346,56,2024-10-03,1224.14,Zamanında Ödendi,0
P0040469,L001346,57,2024-11-02,1224.14,Zamanında Ödendi,0
P0040470,L001346,58,2024-12-02,1224.14,Zamanında Ödendi,0
P0040471,L001346,59,2025-01-01,1224.14,Zamanında Ödendi,0
P0040472,L001346,60,2025-01-31,1224.14,Zamanında Ödendi,0
P0040473,L001346,61,2025-03-02,1224.14,Zamanında Ödendi,0
P0040474,L001346,62,2025-04-01,1224.14,Zamanında Ödendi,0
P0040475,L001346,63,2025-05-01,1224.14,Zamanında Ödendi,0
P0040476,L001346,64,2025-05-31,1224.14,Gecikmeli Ödendi,0
P0040477,L001346,65,2025-06-30,1224.14,Zamanında Ödendi,0
P0040478,L001346,66,2025-07-30,1224.14,Zamanında Ödendi,0
P0040479,L001346,67,2025-08-29,1224.14,Zamanında Ödendi,0
P0040480,L001346,68,2025-09-28,1224.14,Zamanında Ödendi,0
P0040481,L001346,69,2025-10-28,1224.14,Zamanında Ödendi,0
P0040482,L001346,70,2025-11-27,1224.14,Zamanında Ödendi,0
P0040483,L001346,71,2025-12-27,1224.14,Gecikmeli Ödendi,8
P0040484,L001346,72,2026-01-26,1224.14,Zamanında Ödendi,0
P0040485,L001346,73,2026-02-25,1224.14,Zamanında Ödendi,0
P0040486,L001346,74,2026-03-27,1224.14,Zamanında Ödendi,0
P0040487,L001346,75,2026-04-26,1224.14,Zamanında Ödendi,0
P0040488,L001346,76,2026-05-26,1224.14,Zamanında Ödendi,0
P0040489,L001346,77,2026-06-25,1224.14,Zamanında Ödendi,0
P0040490,L001346,78,2026-07-25,1224.14,Gecikmeli Ödendi,1
P0040491,L001346,79,2026-08-24,1224.14,Zamanında Ödendi,0
P0040492,L001347,1,2021-09-13,3251.78,Zamanında Ödendi,0
P0040493,L001347,2,2021-10-13,3251.78,Zamanında Ödendi,0
P0040494,L001347,3,2021-11-12,3251.78,Zamanında Ödendi,0
P0040495,L001347,4,2021-12-12,3251.78,Zamanında Ödendi,0
P0040496,L001347,5,2022-01-11,3251.78,Zamanında Ödendi,0
P0040497,L001347,6,2022-02-10,3251.78,Zamanında Ödendi,0
P0040498,L001347,7,2022-03-12,3251.78,Zamanında Ödendi,0
P0040499,L001347,8,2022-04-11,3251.78,Zamanında Ödendi,0
P0040500,L001347,9,2022-05-11,3251.78,Zamanında Ödendi,0
P0040501,L001347,10,2022-06-10,3251.78,Zamanında Ödendi,0
P0040502,L001347,11,2022-07-10,3251.78,Zamanında Ödendi,0
P0040503,L001347,12,2022-08-09,3251.78,Zamanında Ödendi,0
P0040504,L001347,13,2022-09-08,3251.78,Zamanında Ödendi,0
P0040505,L001347,14,2022-10-08,3251.78,Zamanında Ödendi,0
P0040506,L001347,15,2022-11-07,3251.78,Gecikmeli Ödendi,12
P0040507,L001347,16,2022-12-07,3251.78,Zamanında Ödendi,0
P0040508,L001347,17,2023-01-06,3251.78,Zamanında Ödendi,0
P0040509,L001347,18,2023-02-05,3251.78,Gecikmeli Ödendi,6
P0040510,L001347,19,2023-03-07,3251.78,Zamanında Ödendi,0
P0040511,L001347,20,2023-04-06,3251.78,Zamanında Ödendi,0
P0040512,L001347,21,2023-05-06,3251.78,Zamanında Ödendi,0
P0040513,L001347,22,2023-06-05,3251.78,Zamanında Ödendi,0
P0040514,L001347,23,2023-07-05,3251.78,Zamanında Ödendi,0
P0040515,L001347,24,2023-08-04,3251.78,Zamanında Ödendi,0
P0040516,L001347,25,2023-09-03,3251.78,Zamanında Ödendi,0
P0040517,L001347,26,2023-10-03,3251.78,Zamanında Ödendi,0
P0040518,L001347,27,2023-11-02,3251.78,Zamanında Ödendi,0
P0040519,L001347,28,2023-12-02,3251.78,Zamanında Ödendi,0
P0040520,L001347,29,2024-01-01,3251.78,Gecikmeli Ödendi,0
P0040521,L001347,30,2024-01-31,3251.78,Zamanında Ödendi,0
P0040522,L001347,31,2024-03-01,3251.78,Zamanında Ödendi,0
P0040523,L001347,32,2024-03-31,3251.78,Zamanında Ödendi,0
P0040524,L001347,33,2024-04-30,3251.78,Zamanında Ödendi,0
